prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
pos,orig,2,4, name,16.732952117919922, Cassidy,8.407015411648899e-05,icle,8.236389112425968e-05, intern,8.201607124647126e-05, Shuffle,8.177945710485801e-05,awah,7.933727465569973e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995904331517522
pos,orig,2,5, only,16.713104248046875, Ups,0.00010130413284059614, turnovers,8.856243221089244e-05,icle,8.240866736741737e-05,igan,8.14666782389395e-05,mant,8.113568037515506e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999565122408967
pos,orig,2,6,",",16.746191024780273,orest,0.00010710697824833915,icle,8.43366578919813e-05,byn,7.014004222583026e-05, sens,6.996472075115889e-05, Views,6.717924406984821e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996012723568128
pos,orig,2,7, plain,16.753684997558594,icle,0.00011741304479073733, Willi,8.618138235760853e-05,upo,7.326127524720505e-05, Ups,6.802263669669628e-05,DataManager,6.712105096084997e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995880006099469
pos,orig,2,8, text,16.731050491333008,orest,0.00011920907854801044,blr,9.927571954904124e-05, Ptr,9.311115718446672e-05, voice,9.103440243052319e-05, Shuffle,8.862559479894117e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999508744047489
pos,orig,2,9,.,16.754701614379883,orest,8.691431867191568e-05, Trey,7.745780021650717e-05,ores,7.478228508261964e-05, lorem,6.7150715040043e-05, Rath,6.622126238653436e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996274736186024
pos,orig,2,10, The,16.725744247436523, Willi,9.414506348548457e-05,onus,9.365129517391324e-05, sens,9.310585301136598e-05,orest,8.258371235569939e-05,.voice,7.353680848609656e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995629772674874
pos,orig,2,11, capital,16.75408172607422, Trey,8.059413084993139e-05,oggle,7.389191159745678e-05, Shuffle,6.947803922230378e-05,ores,6.835779640823603e-05,orest,6.781840784242377e-05,割,6.442084850277752e-05, pou,6.317671795841306e-05, ль,6.287408177740872e-05,па,6.249877333175391e-05, Ups,5.963577496004291e-05,ประ,5.947439422016032e-05, Pvt,5.905613215873018e-05, Trev,5.827946006320417e-05,ServerError,5.728761971113272e-05,�,5.646579302265309e-05,ویه,5.542075450648554e-05,gles,5.518425314221531e-05, Freem,5.486318696057424e-05, blown,5.474132558447309e-05,ozo,5.427811629488133e-05,0.9987622024818847
pos,orig,2,12, of,16.71046257019043,icle,0.00012244167737662792,upo,9.40798272495158e-05,ei,8.415973570663482e-05,igan,8.269039972219616e-05, Ups,7.324796752072871e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995433803924243
pos,orig,2,13, Germany,16.73941993713379,byn,0.00010808836668729782,spb,8.144773164531216e-05,illa,8.107008034130558e-05, Adj,7.762078894302249e-05, Willi,7.61922201490961e-05,eter,7.586742140119895e-05, VP,7.471553544746712e-05, adj,7.446952804457396e-05,ions,7.134532643249258e-05,igan,6.987378583289683e-05, Trey,6.851684884168208e-05,icle,6.850782665424049e-05, repe,6.654680328210816e-05,�,6.617569306399673e-05,Beam,6.587993266293779e-05, sens,6.491101521532983e-05, tum,6.401114660548046e-05,ойно,6.32417286396958e-05, neutral,6.28535490250215e-05, Chap,6.101164035499096e-05,0.9985576530307299
pos,orig,2,14, is,16.734638214111328,insky,9.957108704838902e-05,orest,9.695009066490456e-05, lorem,9.299660450778902e-05, Rag,9.178936306852847e-05, topo,8.790457650320604e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995307882782072
pos,orig,2,15, called,16.744525909423828,ores,9.674679313320667e-05, Ups,9.368057362735271e-05,icle,7.909430132713169e-05, Fra,7.30103492969647e-05,Ups,6.896394188515842e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995885040407302
pos,orig,2,16, simply,16.74420928955078,orest,0.00010301647853339091, topo,8.996693213703111e-05,icle,8.869342127582058e-05,ores,8.74816469149664e-05,igan,8.005379640962929e-05,{/,7.972159801283851e-05,ServerError,7.550697773694992e-05, Pvt,7.290336361620575e-05, Zoe,6.865643081255257e-05, Gast,6.700654921587557e-05, Grass,6.649623537668958e-05,voice,6.649237911915407e-05,ZO,6.455455877585337e-05, meanwhile,6.412585935322568e-05,wcs,6.337833474390209e-05, Ups,6.314283382380381e-05,ucci,6.264499825192615e-05, Mug,6.249324360396713e-05,اج,6.125879008322954e-05,upo,5.825242988066748e-05,0.9985541531423223
pos,orig,3,0,<|begin_of_text|>,16.872447967529297,orest,6.457024574046955e-05, Doyle,4.608033486874774e-05,_fast,3.943621413782239e-05,wu,3.768773967749439e-05,ael,3.6815647035837173e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997754098185396
pos,orig,3,1,Give,16.700468063354492,olec,0.00015661453653592616,-w,9.857832628767937e-05,itas,9.575861622579396e-05,Brains,9.531389514449984e-05,_BLK,9.402840078109875e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999459706225025
pos,orig,3,2, the,16.679004669189453,orest,0.0002898347156587988,yla,0.000130928005091846,zia,0.00012922685709781945,eci,0.00011734383588191122,ei,0.00010776273120427504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992249038550653
pos,orig,3,3, city,16.67991828918457,orest,0.00019210267055314034,blr,0.00013572772149927914, Willi,0.00011151084618177265, Trey,0.00010581041715340689,zos,9.878185665002093e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993560664879624
pos,orig,3,4, name,16.67531967163086, McCart,0.00013310660142451525,803,0.00013098970521241426,tsky,0.00010607630247250199, Ptr,0.00010167477739742026, Rail,0.00010097365884575993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994271789546474
pos,orig,3,5, only,16.611963272094727,yla,0.0001661512942519039,ores,0.00015824298316147178, Bur,0.00015459195128642023, Ups,0.0001523169776191935, turnovers,0.00013448504614643753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992342117475346
pos,orig,3,6,",",16.68150520324707,orest,0.00021754040790256113,zia,0.00015940082084853202, Sul,0.00012812465138267726, Mons,0.00011402979725971818,/post,0.00010642573033692315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992744785922696
pos,orig,3,7, plain,16.697439193725586, Trev,0.00011658176663331687,_BLK,0.00010559449583524838, Glover,9.472638339502737e-05,icle,9.14732227101922e-05,vie,8.293389691971242e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995086902345065
pos,orig,3,8, text,16.676536560058594,orest,0.00028284473228268325, voice,0.000130300730234012, Ptr,0.00012848903133999556, Freem,0.00011650137457763776,blr,0.00011450935562606901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992273547759396
pos,orig,3,9,.,16.683914184570312,aley,0.00011566741159185767,ores,0.00010645439033396542, Mons,0.00010356303391745314, Trev,0.00010068689152831212,803,9.632080036681145e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994773074722616
pos,orig,3,10, The,16.66626739501953,yla,0.0001536027411930263,orest,0.00013780815061181784,ویه,0.00010783397010527551,agara,0.0001016520254779607,.lu,9.858072735369205e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994005223852582
pos,orig,3,11, capital,16.6857967376709,auce,0.00011901761899935082, extrad,0.00011024065315723419, Aires,0.00010297531116520986,ores,9.929558291332796e-05,orest,9.74797731032595e-05,ویه,9.424862946616486e-05,aley,9.420084825251251e-05,803,9.314589260611683e-05,oggle,8.968090696725994e-05, Trev,8.888165757525712e-05,ozo,8.154818351613358e-05,Gear,8.10984565760009e-05, neutral,7.723538874415681e-05,acking,7.450138218700886e-05,�,7.388243830064312e-05, Sle,7.385415665339679e-05,anj,7.349128281930462e-05, Mate,7.220609404612333e-05,……。,7.200823893072084e-05,арь,7.16074209776707e-05,0.9982594000830431
pos,orig,3,12, of,16.645137786865234,yla,0.00013659996329806745, Louis,0.0001242434955202043,ele,0.00011884965351782739,803,0.00011755624291254207,ویه,0.00011315860319882631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993895920415525
pos,orig,3,13, Germany,16.674680709838867,illa,0.00018573261331766844,spb,0.00011763432121369988, Willi,0.0001085978583432734,hl,0.00010832680709427223, Maj,0.00010174915223615244,�,9.973705164156854e-05, Ober,9.651578147895634e-05,arrow,9.266044799005613e-05,zos,8.972667274065316e-05,aley,8.77153652254492e-05, sag,8.72134551173076e-05, Wyatt,8.612546662334353e-05, Trey,8.533435902791098e-05,byn,8.450186578556895e-05, Marcus,8.036966755753383e-05,ойно,8.004417031770572e-05, Webster,7.632571214344352e-05,ions,7.579250814160332e-05, tum,7.537401688750833e-05, SP,7.526836998295039e-05,0.9981052543371334
pos,orig,3,14, is,16.64015007019043, Rap,0.00021592588745988905,orest,0.00018216729222331196, Rag,0.0001763681648299098,insky,0.00016638801025692374,.Names,0.00016049796249717474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990986526827328
pos,orig,3,15, called,16.659456253051758,ores,0.0002270384575240314, Rap,0.00018102486501447856, Ups,0.00012461862934287637,itas,0.00012349466851446778, Miss,0.00011017725773854181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992336461218656
pos,orig,3,16, simply,16.64076805114746,orest,0.00019594887271523476, Gast,0.00016946160758379847, Rap,0.0001375335268676281,eci,0.0001311731175519526, topo,0.0001231005444424227,anj,0.00011948125757044181,ores,0.00011429580627009273, Carnegie,0.00010823125921888277, processData,0.00010651211050571874, Ess,0.00010197508527198806, Rag,9.580412006471306e-05, curs,9.339259850094095e-05, Mush,8.992185757961124e-05,ula,8.978266851045191e-05, Rand,8.972905925475061e-05,elsing,8.925292786443606e-05,tat,8.782587246969342e-05,�,8.71798547450453e-05,aley,8.681338658789173e-05, Bentley,8.483301644446328e-05,0.9977977514499798
pos,orig,4,0,<|begin_of_text|>,16.873064041137695,orest,6.49878493277356e-05, Doyle,4.64216063846834e-05, Ups,3.823191946139559e-05,_fast,3.789215406868607e-05, delic,3.688434662763029e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997755821241299
pos,orig,4,1,Give,16.54124641418457,itas,0.00018755915516521782,olec,0.00016441520710941404,Brains,0.00016149292059708387,직,0.00015399622498080134, Partial,0.00015361257828772068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991789239138598
pos,orig,4,2, the,16.51685333251953,zia,0.0002995988470502198,orest,0.00026682246243581176, Boeh,0.00021923735039308667,eci,0.00018449891649652272,확,0.00015658979828003794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988732526253443
pos,orig,4,3, city,16.53691291809082,orest,0.0003487188369035721, Boeh,0.00027168949600309134,cth,0.00019718047406058758,anj,0.0001951973681570962, Willi,0.0001910336868604645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987961801380152
pos,orig,4,4, name,16.52739143371582,anj,0.00021894948440603912,803,0.00020329875405877829, Battlefield,0.0001773126859916374, Boeh,0.0001768800284480676,ｰ,0.00017686409410089254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990466949529946
pos,orig,4,5, only,16.411893844604492,ores,0.00027854449581354856, Bur,0.00020950297766830772,/from,0.00020791127462871373, scl,0.00020781997591257095, turnovers,0.0002072070783469826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988890141976299
pos,orig,4,6,",",16.514368057250977, passer,0.0003132793353870511,orest,0.00028919888427481055,zia,0.00025355457910336554,PTY,0.0002189273072872311,mouth,0.0002160494914278388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987089904025197
pos,orig,4,7, plain,16.53961181640625, Trev,0.00031881261384114623, Bentley,0.00020213446987327188,次,0.0001765056513249874,ores,0.00016775984840933233,養,0.00016176658391486853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989730208326364
pos,orig,4,8, text,16.512239456176758,orest,0.00042821516399271786, Bentley,0.0002648172667250037, ｌ,0.00025363368331454694, Trev,0.00020616156689357013,cale,0.00018806838488671929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986591039341874
pos,orig,4,9,.,16.505002975463867,ores,0.00028267584275454283,803,0.00025876337895169854,asaki,0.00021640886552631855, Trev,0.0002031391195487231,VOICE,0.00020204905013088137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988369637430878
pos,orig,4,10, The,16.471797943115234,agara,0.0002669248206075281,خانه,0.00025858808658085763,udent,0.00025389634538441896,yla,0.00023819803027436137,orest,0.00020664292969740927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987757497874554
pos,orig,4,11, capital,16.5234317779541,auce,0.0003359609399922192,يث,0.00016633175255265087,ores,0.00016576457710471004,st,0.00015852029900997877,арь,0.00015593967691529542,확,0.00015493234968744218,803,0.000151184867718257,anj,0.00014513774658553302,amba,0.00014395428297575563,жа,0.00013961855438537896, extrad,0.0001385796640533954,ATE,0.00013530270371120423,yla,0.00013011193368583918,orest,0.00012953841360285878, Sampler,0.00012864380551036447,ghan,0.00012842239812016487,ohn,0.00012754193448927253,omo,0.00012422366125974804, Guild,0.0001222451974172145, ylabel,0.00012093967234250158,0.9969971055688802
pos,orig,4,12, of,16.450149536132812,yla,0.00036344901309348643,ele,0.00021983713668305427, Louis,0.00021671337890438735,amba,0.00021300763182807714,803,0.00021278383792378008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987742090015672
pos,orig,4,13, Germany,16.479482650756836, ,0.0002484274737071246, Maj,0.00021175526489969343,hl,0.0001906169200083241,illa,0.000184134318260476,宾,0.00018350798927713186, Webster,0.00018238961638417095,quential,0.000180500399437733,arrera,0.00017212516104336828, setuptools,0.00016979854262899607,吐,0.0001660330017330125, Cory,0.00016419708845205605, Wyatt,0.00016022758791223168, Trev,0.00015303603140637279, speed,0.00015138270100578666, sag,0.0001505900436313823, Willie,0.0001500028884038329, Ober,0.00014903164992574602,@qq,0.0001456430327380076,有效,0.0001386921649100259,dain,0.00013612196198664606,0.9966117861622479
pos,orig,4,14, is,16.462188720703125, Rap,0.00029338838066905737, Rag,0.00028486622613854706,803,0.00026801813510246575, lorem,0.00025865057250484824, susp,0.00022608735889662057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986689893266885
pos,orig,4,15, called,16.492183685302734,ores,0.0003307554288767278, Rap,0.0003005413745995611,orna,0.00022426828218158334,itas,0.00021988833032082766, Mug,0.00021615807781927288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998708388506202
