layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
2,15, called,16.955772422990155,apsed,1.5163801435846835e-05,_EXTERN,1.4950594049878418e-05,nyder,1.4420028492168058e-05, wheel,1.4154936252452899e-05, Loose,1.405164130119374e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999272589984685
2,16, simply,16.95509394292667,tics,1.6383943147957325e-05,tones,1.5496863852604292e-05, architekt,1.4881373317621183e-05, nick,1.4779991943214554e-05, Simply,1.4543747056450229e-05, bol,1.4199906217982061e-05,mente,1.4179119716573041e-05,éré,1.4116946658759844e-05,tons,1.4068778000364546e-05, unr,1.4048184311832301e-05,pulse,1.3877740457246546e-05,pent,1.3823635526932776e-05,qualities,1.3803401998302434e-05,ovel,1.374958719679853e-05,Simply,1.3702671822102275e-05,-minded,1.3642586054629646e-05, simply,1.3596036296803504e-05, Fen,1.3582765859609935e-05, Barrett,1.3536418919102289e-05,MU,1.3510007192962803e-05,0.9997164762944521
3,0,<|begin_of_text|>,16.951352395923603,.GraphicsUnit,1.8635406377143227e-05,aeda,1.6429636161774397e-05,/Foundation,1.608827369636856e-05,긔,1.5900839571258985e-05,мент,1.577709917910397e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999171687450144
3,1,Give,16.949592330783698, vay,1.6975338439806364e-05,mpar,1.6565920304856263e-05,********************************************************************************,1.5815030565136112e-05,elta,1.5722634998383e-05,ornings,1.5661338693462312e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999192597369984
3,2, the,16.94721792218555,imu,1.6495478121214546e-05,elles,1.6383100955863483e-05,urg,1.6097632396849804e-05,ISCO,1.59723585966276e-05,антаж,1.570171480125282e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999193497151282
3,3, city,16.950156004029687,ahr,1.5932235328364186e-05, gist,1.558597978146281e-05,lesi,1.551763853058219e-05,prü,1.537434036436025e-05,OAD,1.5262146916938946e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999223276590783
3,4, name,16.949043540360634,plates,1.8630613340064883e-05,plate,1.84225536941085e-05,ISCO,1.757034260663204e-05,ulumi,1.7561764252604917e-05, extingu,1.7104761354858056e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999107099647517
3,5, only,16.948500938860384,�,1.7057771401596256e-05,thumbnail,1.6110592696350068e-05,otros,1.5876317775109783e-05,sage,1.5829873518669046e-05,awei,1.5806701412657276e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999193187431956
3,6,",",16.951533558866746,atel,1.56524056365015e-05,acen,1.5178240573732182e-05,ooth,1.4957524399505928e-05,ison,1.4783263395656832e-05,uate,1.4632450984208845e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999247961150104
3,7, plain,16.94779912537371,kest,1.7862150343717076e-05,umes,1.7085845684050582e-05, /*!,1.6837389921420254e-05,881,1.680453533481341e-05," ;
",1.672268263064325e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999146873960854
3,8, text,16.94750637481906,_trap,1.7803024093154818e-05,/WebAPI,1.739061735861469e-05,trap,1.7204803953063674e-05,.scalablytyped,1.6996062186080962e-05,XHR,1.6699914340279065e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999139055780688
3,9,.,16.956272001265102,'gc,1.4535951777361333e-05, itemprop,1.4387663213710766e-05,��,1.422698642272735e-05,ička,1.4006418496137485e-05,ENDOR,1.3938194570073392e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99992890478552
3,10, The,16.956593588873908,че,1.4410008589038625e-05,ATAB,1.4242127690522466e-05, Dün,1.4138196092972066e-05,/tos,1.4062461559660733e-05,anse,1.3932603906141594e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999292146021617
3,11, capital,16.948652458985773,tee,1.6477666576975025e-05,son,1.6001924450392835e-05,dech,1.5916208212729543e-05,uploader,1.5846417227294296e-05,.jd,1.5373880160041153e-05,adata,1.5366375009762123e-05,/core,1.5343881386797875e-05,ugas,1.5254239770001732e-05,jd,1.5239349522744305e-05,cores,1.5142922165978234e-05,uch,1.506180615251651e-05,cak,1.5025078937469516e-05, roi,1.495189280831255e-05, unlike,1.4930005818314385e-05, heartbeat,1.4886330973240547e-05,ste,1.486454038968077e-05,.INTER,1.4756066775589716e-05,defer,1.4655539416708052e-05,pend,1.4634087165177334e-05,de,1.459127634007018e-05,0.9996956805107402
3,12, of,16.94805720037443, ​​,1.6283949662465602e-05,́,1.6094236343633384e-05, нав,1.594561581441667e-05,hoff,1.5744461052236147e-05,.scalablytyped,1.5470119251403958e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999204616178758
3,13, Germany,16.953787311620783,apter,1.523316041129874e-05,圭,1.4757279132027179e-05,ischer,1.460673229303211e-05, sil,1.4521395314659458e-05, Laf,1.4289283171819989e-05, bumps,1.396508923789952e-05, bump,1.3917438991484232e-05,umps,1.370166864944622e-05, Neu,1.3595043128589168e-05, Bast,1.3522217159334105e-05, dot,1.3495832718035672e-05, bul,1.3495832718035672e-05, null,1.3469498298945837e-05, Ever,1.3456351553031709e-05, germ,1.3430095350486226e-05, par,1.3410436622507405e-05, anyone,1.3267150279716589e-05,_INTR,1.3260674677439965e-05, rost,1.3208975360612385e-05,ิ,1.317033456871286e-05,0.9997242255103629
3,14, is,16.953704460676622,Liked,1.5659605196560733e-05,Alternate,1.5659605196560733e-05,inese,1.5030310350994114e-05,ayas,1.4957100574974902e-05,OSC,1.4898786503181327e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999237945921777
3,15, called,16.947823892358183,rawn,1.6907453755266033e-05,aben,1.6323378076776862e-05,лю,1.618054011487402e-05, pull,1.6062462236732244e-05, right,1.5898602214292623e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999186275636021
3,16, simply,16.94685823129134, Simply,1.709564821794629e-05,Simply,1.6896477973205037e-05,tones,1.682238871580921e-05,oples,1.663452167122159e-05,936,1.6273004803224467e-05, simply,1.6154252080013976e-05,vention,1.5958254152792506e-05,ñana,1.587277074577287e-05, cen,1.5764635463710874e-05, pulse,1.571084612805862e-05,aires,1.5664885722799227e-05,ogle,1.5542978871962987e-05,ove,1.550508022774011e-05,levator,1.5437091860803775e-05, simple,1.5429555787704885e-05,akh,1.54220233525848e-05,ucid,1.5384419384645298e-05, classes,1.5376908777398057e-05,々,1.53619002958294e-05," ($(""#",1.530200825072825e-05,0.999682390347516
4,0,<|begin_of_text|>,16.942470925069237,.GraphicsUnit,2.2399497538572177e-05,#echo,1.9442026314209215e-05,긔,1.927189623529557e-05,aeda,1.8434322555549443e-05,�,1.8264092432218604e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999021881649242
4,1,Give,16.941716045616676,aways,1.9414417693042196e-05,957,1.9338729543960653e-05,:param,1.9132099623675458e-05,avana,1.9048207832383923e-05,uge,1.8122753317584284e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999049437919894
4,2, the,16.94056208257843,cent,1.9045663066208363e-05,антаж,1.8164628272643313e-05,したら,1.8120334061677568e-05,рави,1.79004837264074e-05,cen,1.775251075741835e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999090163801156
4,3, city,16.94447487165459, Wich,1.9113780581392348e-05,iere,1.7938209566636942e-05,stre,1.725100628391374e-05,ZR,1.7066686268663034e-05,wide,1.7016758647514507e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999116135586519
4,4, name,16.943119489901033,'gc,1.9331257135490887e-05,ennen,1.8133454432245344e-05,eparator,1.8115755665348843e-05,plate,1.804512612579856e-05,plates,1.7774040315998718e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999086003663251
4,5, only,16.94260418717507,clearfix,1.9226805306971073e-05, Pai,1.7947622836800292e-05,=$('#,1.7877651771414094e-05,spd,1.7834059690358117e-05,erdale,1.7738528185873292e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999093753322086
4,6,",",16.943843230604955,edException,1.970537778106518e-05,atel,1.8091503079631366e-05,hani,1.79244398168521e-05,erti,1.7237764041055925e-05,ignum,1.716217775538098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999909878737526
4,7, plain,16.941578976217134,056,1.9376688214833848e-05,264,1.8725590052781627e-05,رانی,1.8052242012345232e-05,/plain,1.8008224287768826e-05,.RESET,1.7259248124901205e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999085780073074
4,8, text,16.940842136706557,/WebAPI,1.9696257368195802e-05,asmus,1.7959935576072894e-05,jí,1.7898653823067434e-05,zimmer,1.7802776710595936e-05, GANG,1.7603962987777777e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999090384135343
4,9,.,16.944192394303766,cxx,2.2271568013820797e-05,skyt,1.9577964849304408e-05,edException,1.907780642795842e-05,'gc,1.8382816051598638e-05,agged,1.8133197954739444e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999025566467026
4,10, The,16.94791086470212,anou,1.952953971340321e-05,clc,1.6802665413706563e-05,chine,1.6704501831554808e-05, Dün,1.6317540939780883e-05,IRST,1.627775236556772e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999914367999736
4,11, capital,16.94334118748865,ignum,1.934479587362148e-05,son,1.8190510672866367e-05,adata,1.7691210814518854e-05,lobber,1.7442467651562765e-05,stå,1.6733354641473852e-05,№№,1.6725185560062528e-05,urger,1.671702011663001e-05,.jd,1.6627471268293448e-05, št,1.6586927813477814e-05,heiro,1.6433757991762832e-05,ilig,1.625816548767034e-05,utta,1.625022923690267e-05,defer,1.621852243260946e-05,esModule,1.619478098291438e-05,city,1.617107591300737e-05,เด,1.614740540389903e-05,級,1.6092308214865625e-05,uploader,1.5897065168246627e-05,acted,1.5842821085243486e-05,arme,1.583508674229961e-05,0.9996665998369281
4,12, of,16.94154672452077, нав,2.1031797587056644e-05,参照,1.8917329725809395e-05,クラ,1.8551434550317936e-05,rypton,1.853332832979504e-05,lob,1.8139397070626728e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999048267127364
4,13, Germany,16.94561033645028,یین,1.8363638446317054e-05,.ReadFile,1.7352418581140228e-05,indsight,1.6793923350633122e-05, exercising,1.6769341527833603e-05,osate,1.6695808881195262e-05, zv,1.659826739341952e-05, Exercise,1.6557794879190624e-05,تد,1.6509355191374198e-05,/us,1.6103311281767674e-05,ANNEL,1.6087593394331634e-05,�回,1.59857991093304e-05, roast,1.592347507539671e-05,بت,1.5900168364169076e-05, colonies,1.5845915186218917e-05,ıza,1.5768730008858256e-05,ObjectOfType,1.5638379409210756e-05,rete,1.5547015209449455e-05,ρέ,1.5524257833021693e-05,(anchor,1.5501533198403195e-05,RowCount,1.5478843124583364e-05,0.9996750544305542
