layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
0,14, is,16.968088150024414,asl,8.815922228677664e-06, winding,8.802252523310017e-06, Weber,8.785609679762274e-06,uj,8.781059477769304e-06,_prim,8.753449947107583e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999560617061434
0,15, called,16.968172073364258, winding,8.967925168690272e-06,"...
",8.850939593685325e-06,"....
",8.797511327429675e-06,"....

",8.796238944341894e-06," [...]

",8.780999451118987e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999558063855147
0,16, simply,16.968053817749023, winding,9.172249519906472e-06, affirmative,9.151081030722708e-06,¨¨,8.990994501800742e-06,ucci,8.937382517615333e-06,treeview,8.89697275852086e-06,oir,8.879984306986444e-06,"...
",8.877867003320716e-06,PAL,8.875064850144554e-06,.VisualBasic,8.847020581015386e-06,glm,8.83579832589021e-06, PROCUREMENT,8.820748917059973e-06,angs,8.815893124847207e-06,rahim,8.813907697913237e-06, Bac,8.806749065115582e-06,orsch,8.776813956501428e-06,acf,8.772753062658012e-06,icken,8.767270628595725e-06,ijing,8.761510798649397e-06,autorelease,8.759479896980338e-06,"....
",8.757758223509882e-06,0.9998226826992322
1,0,<|begin_of_text|>,16.96847915649414,BeginInit,8.81281630427111e-06,MUX,8.757340765441768e-06,EndInit,8.74268062034389e-06,OCKET,8.663605512992945e-06,NECT,8.635343874630053e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999563882129223
1,1,Give,16.961503982543945,улю,1.2683156455750577e-05,rement,1.206467095471453e-05, discern,1.2056670129823033e-05, fasc,1.2041568879794795e-05,ioni,1.1932848792639561e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999392210847873
1,2, the,16.959186553955078,شته,1.4991633179306518e-05,улю,1.460990279156249e-05,OTH,1.4162535080686212e-05,.CustomButton,1.3109289284329861e-05,ımın,1.3004728316445835e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999301219113477
1,3, city,16.960351943969727,улю,1.3951601431472227e-05,rement,1.2973699085705448e-05,žel,1.284926929656649e-05,уже,1.258324755326612e-05, knull,1.2581727787619457e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999350604548454
1,4, name,16.959169387817383,lef,1.4541394193656743e-05,شته,1.3906958884035703e-05,žel,1.3731493709201459e-05,уже,1.362007787975017e-05,kop,1.3362953723117243e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999308371216102
1,5, only,16.959373474121094,شته,1.3561074410972651e-05, диви,1.3096507245791145e-05, Ανα,1.2886885997431818e-05, Readonly,1.2864738891948946e-05,्यव,1.2301300557737704e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999352894928961
1,6,",",16.960647583007812,شته,1.3537511222239118e-05, iParam,1.3359787772060372e-05,улю,1.3165247764845844e-05,alion,1.283646997762844e-05, Attention,1.2537189832073636e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999345637934312
1,7, plain,16.96162223815918,lef,1.2697324564214796e-05,こんに,1.2395768862916157e-05,ifest,1.2336710824456532e-05,iae,1.2272571439098101e-05,hma,1.2072744539182168e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999382248797701
1,8, text,16.95977210998535,уже,1.3960956493974663e-05,улю,1.3794400729238987e-05, ap,1.3644694263348356e-05,こんに,1.3553832104662433e-05, иму,1.3314350326254498e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999317317660825
1,9,.,16.961427688598633,улю,1.4780310266360175e-05,شته,1.3694771951122675e-05,čer,1.321572381129954e-05, зави,1.3207861229602713e-05, табли,1.3094975656713359e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999320063570849
1,10, The,16.95907211303711,شته,1.4479842320724856e-05,улю,1.4058840861252975e-05, знов,1.3478280379786156e-05, зави,1.3320764992386103e-05,�,1.3211963050707709e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999314503083951
1,11, capital,16.961299896240234,undle,1.2536189387901686e-05,iae,1.242008147528395e-05,rement,1.224699281010544e-05,긔,1.2105555470043328e-05,شته,1.20461372716818e-05,्यव,1.1984730917902198e-05,andle,1.1980923773080576e-05, елем,1.1919943972316105e-05,ニア,1.1839059880003333e-05, Shelley,1.1832710697490256e-05, огра,1.182517189590726e-05,isms,1.1786362847487908e-05,уже,1.1785779861384071e-05, 徒,1.1781965440604836e-05, диви,1.1724267096724361e-05, иму,1.1708991223713383e-05,SetFont,1.1698081834765617e-05,Ctrls,1.1683728189382236e-05, тва,1.166998663393315e-05,plr,1.166799120255746e-05,0.9997617553481177
1,12, of,16.959339141845703,شته,1.4252556866267696e-05, иму,1.4004521290189587e-05, диви,1.399982375005493e-05, поба,1.3919424418418203e-05, огра,1.3685534213436767e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999301381394616
1,13, Germany,16.961078643798828,flen,1.293195782636758e-05,ニア,1.2912800229969434e-05,iae,1.2699588296527509e-05, rarity,1.2693980352196377e-05, тоб,1.236371372215217e-05,creen,1.2306394637562335e-05,strate,1.2209005035401788e-05,rement,1.2140957551309839e-05,žel,1.2051988051098306e-05,naire,1.2046250958519522e-05,pus,1.2036742191412486e-05,­s,1.2032838640152477e-05,شته,1.1916882613149937e-05,lef,1.1846920642710757e-05,улю,1.18172411021078e-05,ntl,1.180702747660689e-05, AV,1.1748262295441236e-05,spender,1.1746758900699206e-05, Kıs,1.163481101684738e-05,aire,1.1616903975664172e-05,0.9997574389744841
1,14, is,16.958261489868164, табли,1.5312887626350857e-05, иму,1.5087094652699307e-05, диви,1.4765770174562931e-05,ipop,1.461749525333289e-05,eras,1.4270832252805121e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999259459200402
1,15, called,16.959226608276367,ioni,1.4040525456948671e-05,arith,1.3930710338172503e-05,улю,1.3544095054385252e-05,"""crypto",1.3348440006666351e-05,こんに,1.316097768722102e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999319752514566
1,16, simply,16.96009063720703,cepts,1.3177843356970698e-05,こんに,1.3040590602031443e-05,мати,1.2840013368986547e-05,شته,1.2760877325490583e-05,adt,1.2712529496639036e-05,alion,1.26628028738196e-05, <![,1.2617920219781809e-05,keit,1.259696546185296e-05, Readonly,1.2474783034122083e-05,STYPE,1.2393233191687614e-05,ioni,1.2320596397330519e-05,уже,1.2307641554798465e-05, Lorem,1.2225029422552325e-05, зави,1.2108109331165906e-05, Marc,1.2080829037586227e-05,OTH,1.2033826351398602e-05,.CustomButton,1.203250667458633e-05,zier,1.2028209312120453e-05,oug,1.2017657354590483e-05, наче,1.2010190403088927e-05,0.9997515578452294
2,0,<|begin_of_text|>,16.968542098999023,BeginInit,8.691773473401554e-06,EndInit,8.63395780470455e-06,MUX,8.632769095129333e-06,OCKET,8.517533387930598e-06,HORT,8.499459909216966e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999570245063296
2,1,Give,16.963651657104492,улю,1.3274438970256597e-05, iParam,1.2137923476984724e-05, табли,1.2042471098538954e-05,_mE,1.1739324691006914e-05, бума,1.1682969670800958e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999391228720924
2,2, the,16.962718963623047, iParam,1.3018031495448668e-05,улю,1.2531942957139108e-05,ımın,1.2466545740608126e-05,endregion,1.183464155474212e-05,iq,1.1810679097834509e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999383381591542
2,3, city,16.963415145874023, iParam,1.2631470781343523e-05,улю,1.2029949175484944e-05, бума,1.1752333193726372e-05, иму,1.160005103884032e-05,ولا,1.1554232514754403e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999404319632959
2,4, name,16.9630069732666,kop,1.2219944437674712e-05, iParam,1.1799272215284873e-05,شته,1.1740798981918488e-05,flen,1.1732896382454783e-05, cap,1.1589109817577992e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999409179781651
2,5, only,16.963146209716797, iParam,1.182004143629456e-05,kop,1.1613336027949117e-05, Whe,1.1518225619511213e-05,شته,1.1494694263092242e-05,strar,1.143969529948663e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999421140073537
2,6,",",16.96309471130371, iParam,1.4107188690104522e-05,ldkf,1.2499980584834702e-05, htonl,1.220677950186655e-05,улю,1.1903446647920646e-05,شته,1.1866131899296306e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999937416472676
2,7, plain,16.9639892578125,rych,1.1864330190292094e-05,улю,1.1454496416263282e-05,endregion,1.1404511496948544e-05,ولا,1.123763377108844e-05,.mybatisplus,1.121514924307121e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999428238788823
2,8, text,16.963258743286133, iParam,1.2481382327678148e-05,kop,1.198148493131157e-05,@nate,1.1831613846879918e-05,улю,1.1730619007721543e-05, иму,1.172689280792838e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999402480070785
2,9,.,16.963111877441406, iParam,1.4174814168654848e-05,улю,1.3212262274464592e-05,شته,1.2582338968059048e-05,ldkf,1.2416209756338503e-05, зави,1.2395285921229515e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999352190889113
2,10, The,16.96217918395996,улю,1.367964614473749e-05, табли,1.3238060091680381e-05,شته,1.2690583389485255e-05, iParam,1.2673075616476126e-05,@nate,1.2534704183053691e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999351839305746
2,11, capital,16.963871002197266, iParam,1.1807084774773102e-05,улю,1.1720205293386243e-05, елем,1.1655160960799549e-05, табли,1.161980617325753e-05, металли,1.1570440619834699e-05,ولا,1.1514902325870935e-05,//{{,1.1508722309372388e-05, иму,1.1425555385358166e-05, бума,1.1378539966244716e-05, елек,1.1366208127583377e-05,่าอ,1.1323384569550399e-05,्यव,1.1134108717669733e-05, safezone,1.1071028893638868e-05,rych,1.1069946594943758e-05,мати,1.1068145795434248e-05,flen,1.1042337973776739e-05, хра,1.103752674680436e-05,idente,1.1022431863239035e-05, htonl,1.0989219845214393e-05,KANJI,1.0979853868775535e-05,0.9997736953891945
2,12, of,16.962629318237305, иму,1.2634912309295032e-05, табли,1.2243717719684355e-05,нин,1.2103118024242576e-05, бума,1.2064400834788103e-05, htonl,1.2030841389787383e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999389230097222
2,13, Germany,16.963722229003906,улю,1.2328126103966497e-05, iParam,1.2184833394712768e-05,flen,1.2041479749314021e-05, safezone,1.1689789971569553e-05,žel,1.1522393833729438e-05,//{{,1.1457539585535415e-05, иму,1.1415050721552689e-05, baise,1.1355099559295923e-05, табли,1.1305452062515542e-05,idente,1.1260898645559791e-05,GMEM,1.1198012543900404e-05, Whe,1.11978051791084e-05, металли,1.1181018635397777e-05, бума,1.1151177204737905e-05,мати,1.1142663424834609e-05,่าอ,1.113974030886311e-05,ói,1.1137078217871021e-05,istik,1.1075532711402047e-05,/mainwindow,1.1060466022172477e-05,.mybatisplus,1.1035083844035398e-05,0.9997721207582799
2,14, is,16.962078094482422, iParam,1.3734901585849002e-05, табли,1.3283449334267061e-05, зави,1.2832004358642735e-05,kop,1.2456551303330343e-05, htonl,1.2441007129382342e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999352520862885
2,15, called,16.96227264404297, iParam,1.2555352441268042e-05,улю,1.250994137080852e-05,kop,1.2431722097971942e-05,حث,1.2121087820560206e-05,rych,1.2071875062247273e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999383100212071
2,16, simply,16.96335220336914,улю,1.195540426124353e-05,cepts,1.1777235158660915e-05,мати,1.164008972409647e-05,Як,1.1512352102727164e-05,شته,1.1506637747515924e-05,ниць,1.1480204193503596e-05,рож,1.147354214481311e-05, iParam,1.1472117876110133e-05,rych,1.1442876711953431e-05, зави,1.1424302101659123e-05,//{{,1.1288649147900287e-05,@nate,1.1288610949122813e-05,adt,1.1283441381237935e-05,حث,1.1268194612057414e-05, tieten,1.1228310540900566e-05,жень,1.1206632734683808e-05, рань,1.1163941053382587e-05,ولا,1.1154023923154455e-05,_marshall,1.1152956176374573e-05,/********************************************************************************,1.111527581088012e-05,0.999772165201648
3,0,<|begin_of_text|>,16.968534469604492,BeginInit,8.664739652886055e-06,MUX,8.600843102612998e-06,EndInit,8.596117368142586e-06,OCKET,8.497818271280266e-06,DRV,8.476643415633589e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999571638381894
3,1,Give,16.963367462158203,aro,1.2306333701417316e-05,plr,1.13513433461776e-05,tica,1.1347821782692336e-05,WM,1.134540798375383e-05, Dipl,1.1320970770611893e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999423281224153
3,2, the,16.96234130859375,EventHandler,1.2361681910988409e-05,_INCLUDED,1.2113912816857919e-05,υκ,1.183585209219018e-05, Whe,1.1782166438933928e-05,ımın,1.1756437743315473e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999401499489977
3,3, city,16.962711334228516,ZA,1.2206155588501133e-05,SED,1.1916226867469959e-05,셀,1.1724327123374678e-05,üm,1.1666228601825424e-05,(Byte,1.1567401998036075e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999409196598208
3,4, name,16.96278953552246,kop,1.296771370107308e-05, unm,1.180461094918428e-05, gen,1.159064777311869e-05,rella,1.150259322457714e-05, pari,1.1466451724118087e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999406679826279
3,5, only,16.962139129638672, unm,1.3947132174507715e-05,zier,1.2275513654458337e-05, Whe,1.1901302968908567e-05,ane,1.1890518180734944e-05,kop,1.1775834536820184e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999382096984846
3,6,",",16.962316513061523, iParam,1.2527048056654166e-05,inka,1.1957959941355512e-05, htonl,1.183403583127074e-05,ldkf,1.1793871635745745e-05, Psy,1.1683629054459743e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999402034554805
3,7, plain,16.963342666625977,rych,1.1596568583627231e-05,kop,1.1466378964541946e-05,.spy,1.1421767339925282e-05, unm,1.1357940820744261e-05,KeyValuePair,1.1312978131172713e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99994284436616
3,8, text,16.963237762451172,kop,1.2307491488172673e-05, sm,1.1808172530436423e-05,ual,1.177499598270515e-05,ropa,1.1745413758035284e-05,:::::::::::::,1.152046570496168e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999408434605357
3,9,.,16.962345123291016,rych,1.301109205087414e-05,čer,1.2981424333702307e-05, iParam,1.2793016139767133e-05,ldkf,1.2374628568068147e-05,ůl,1.2314418199821375e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999365254207078
3,10, The,16.962059020996094, Gerry,1.2337532098172233e-05,eni,1.2214010894240346e-05,inka,1.21592511277413e-05,Za,1.1931046174140647e-05,ť,1.1880264537467156e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999394778951682
3,11, capital,16.96278953552246, елек,1.1827644812001381e-05,noinspection,1.1569658454391174e-05,ียนร,1.1462255315564107e-05, елем,1.1443439689173829e-05, Dipl,1.1407632882765029e-05,GMEM,1.138505649578292e-05,üm,1.1303567589493468e-05,WithOptions,1.12769084807951e-05,oll,1.1211279343115166e-05,ﾊ,1.1169090612384025e-05,izza,1.113830330723431e-05,pling,1.112007157644257e-05,izers,1.1100067240477074e-05, информа,1.1064216778322589e-05,izoph,1.1051707588194404e-05, бума,1.1044230632251129e-05, Pry,1.1022359103662893e-05, Toll,1.1016710232070182e-05, Prairie,1.1007040484400932e-05,_increment,1.0997833669534884e-05,0.9997753809257119
3,12, of,16.96167755126953,inka,1.2974656783626415e-05, htonl,1.2459424397093244e-05,SED,1.2381523447402287e-05,.spy,1.2163327482994646e-05,eni,1.2142715604568366e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999378783522843
3,13, Germany,16.962440490722656,ói,1.2655093996727373e-05,flen,1.2189980225230101e-05,rawl,1.176708065031562e-05,eni,1.1725286640285049e-05, iParam,1.1715826076397207e-05, unm,1.1698259186232463e-05,ialis,1.168694689113181e-05,osu,1.166576475952752e-05,libft,1.1630932021944318e-05,ียนร,1.1615411494858563e-05, докум,1.1555288438103162e-05,GMEM,1.1521097803779412e-05,cko,1.1463732334959786e-05,hiro,1.1455072126409505e-05,untime,1.1454937521193642e-05,lander,1.1430334780015983e-05, Persistence,1.1429848200350534e-05,MaxLength,1.139212054113159e-05,arians,1.1378120689187199e-05, Whe,1.1363041267031804e-05,0.9997672058243552
3,14, is,16.960838317871094,kop,1.3725622920901515e-05,ũ,1.2979927305423189e-05,ียนร,1.290478485316271e-05,rych,1.269480253540678e-05,unsch,1.263361809833441e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999350612442868
3,15, called,16.961536407470703,kop,1.3052781469014008e-05, unm,1.2481109479267616e-05,rych,1.2396029887895565e-05, Omni,1.2233061170263682e-05, рань,1.2020647773169912e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999378163702204
3,16, simply,16.96256446838379,zier,1.2383183275233023e-05,alls,1.2257809430593625e-05,rella,1.1747105418180581e-05,erton,1.1744617950171232e-05,ォ,1.1719745089067146e-05, unm,1.1676699614326935e-05, Strikes,1.1658107723633293e-05,rych,1.1499572792672552e-05,uni,1.1489488315419294e-05,arya,1.1483796697575599e-05,abel,1.1437377906986512e-05,cepts,1.1385430298105348e-05,lator,1.1299073776172008e-05,\\<^,1.1286801054666284e-05,olog,1.1267478839727119e-05,막,1.1237922080908902e-05,stras,1.1236847058171406e-05, Javier,1.1215524864383042e-05,hip,1.1210554475837853e-05, <![,1.1179474313394167e-05,0.9997695833890248
4,0,<|begin_of_text|>,16.96864891052246,SystemService,8.042925401241519e-06, Všech,8.032998266571667e-06,_Api,8.019085726118647e-06,anders,8.014502782316413e-06,@brief,8.008652002899908e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999598818358209
4,1,Give,16.959369659423828,aro,1.403857004333986e-05,arra,1.3002161722397432e-05, Rencontre,1.2790017535735387e-05, Hemisphere,1.2781346413248684e-05,ayi,1.2718883226625621e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999346690210587
4,2, the,16.9586238861084,eni,1.3859902537660673e-05,quier,1.3402689546637703e-05, Jin,1.3268451766634826e-05, caps,1.319222337770043e-05,EventHandler,1.3115165529598016e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999331615672418
4,3, city,16.95947265625,eni,1.3881222002964932e-05,셀,1.2906781194033101e-05,uien,1.2889468962384854e-05,hecy,1.2862014045822434e-05,readcr,1.2854897249781061e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999934605616545
4,4, name,16.959331512451172,kop,1.3733027117268648e-05,eni,1.3671501619683113e-05,pled,1.334503303951351e-05, unm,1.330903705820674e-05, Lesser,1.3145929187885486e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999327954719774
4,5, only,16.95789337158203, unm,1.5956473362166435e-05, unh,1.4739958714926615e-05,eni,1.3771606063528452e-05,zier,1.3533878700400237e-05, fle,1.3388375009526499e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999286097081495
4,6,",",16.958038330078125,eni,1.4810210814175662e-05, unm,1.3876944649382494e-05,inka,1.3639387361763511e-05, Larry,1.358661029371433e-05, univers,1.3509708878700621e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999305771380023
4,7, plain,16.95905876159668, clo,1.3425237739284057e-05, unm,1.325082757830387e-05,insky,1.2847711332142353e-05,ceptors,1.2696633348241448e-05, unh,1.2637089639611077e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999351425003624
4,8, text,16.95948028564453, unh,1.3205313734943047e-05, sm,1.318308204645291e-05,eni,1.3040494195593055e-05, Omn,1.2821771633753087e-05,printStats,1.2742490980599541e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999350068474087
4,9,.,16.958179473876953, unm,1.5527935829595663e-05, Osw,1.4238612493500113e-05, iParam,1.4208659194991924e-05,tir,1.3964363461127505e-05,jedn,1.3755352483713068e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999283050765371
4,10, The,16.95718765258789,eni,1.5419589544762857e-05,inka,1.417737530573504e-05,eries,1.3907391803513747e-05, Gerry,1.3769695215160027e-05,ť,1.3474264960677829e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999292516831702
4,11, capital,16.958688735961914,vlc,1.307834008912323e-05, fle,1.3006342669541482e-05,zew,1.2975363461009692e-05,ayi,1.2860218703281134e-05,izza,1.2857619367423467e-05,pling,1.2661823348025791e-05,üm,1.2587373930728063e-05, unn,1.2536143913166597e-05,ampa,1.2530301319202408e-05,ียนร,1.2518305993580725e-05,inka,1.2500397133408114e-05,eni,1.2469198736653198e-05, Hoffman,1.2314106243138667e-05,.EVT,1.2280135706532747e-05, Brick,1.2212868568894919e-05, Tomb,1.214204075949965e-05, unm,1.2101506399631035e-05,.crt,1.2072091521986295e-05, Spot,1.2055269507982302e-05, елек,1.2054061699018348e-05,0.9997501864909282
4,12, of,16.95753288269043,inka,1.642182542127557e-05,eni,1.4606113836634904e-05,ayi,1.4277542504714802e-05, unh,1.4196875781635754e-05, Rubin,1.38373961817706e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999926660246274
4,13, Germany,16.957843780517578,ói,1.4006923265696969e-05,.fake,1.399494522047462e-05,eni,1.35987020257744e-05, unm,1.3517990737454966e-05,osu,1.3343366845219862e-05,ial,1.3155126907804515e-05,ียนร,1.2972788681508973e-05, iParam,1.296108075621305e-05, Persistence,1.2923768736072816e-05, Soc,1.287432860408444e-05,aps,1.2813512512366287e-05,urring,1.2791611879947595e-05,untime,1.2754396266245749e-05,sterol,1.2742720173264388e-05, leagues,1.2734907613776159e-05, Sah,1.2708442227449268e-05,zimmer,1.2695457371592056e-05,hecy,1.262117348233005e-05,Persistence,1.2589059224410448e-05,ially,1.25863152788952e-05,0.9997396133821894
4,14, is,16.956302642822266,kop,1.6016636436688714e-05,inka,1.49368879647227e-05,_DECL,1.4929304597899318e-05,eni,1.488781526859384e-05, unm,1.4311960512713995e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999249173952194
