prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,entropy_collapse,is_answer,p_top1,p_top5,p_answer,kl_to_final_bits,answer_rank,cos_to_final,control_margin
pos,orig,14,16,⟨NEXT⟩,16.835134506225586,tons,6.698714423691854e-05,太郎,5.064699143986218e-05, tie,4.819887544726953e-05, simply,4.803936826647259e-05,.tie,4.7232773795258254e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997388948468142,False,False,False,6.698714423691854e-05,0.0002611051604617387,7.572094091301551e-06,11.673963578635552,56658,0.06717851758003235,
pos,orig,15,16,⟨NEXT⟩,16.8466739654541, simply,7.020390330580994e-05,tons,6.439792196033522e-05,enance,4.884822919848375e-05, IReadOnly,4.70258564746473e-05, reg,4.5788117859046906e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997237359712017,False,False,False,7.020390330580994e-05,0.00027626403607428074,8.352089025720488e-06,11.559749212266958,44842,0.13716061413288116,
pos,orig,16,16,⟨NEXT⟩,16.84711265563965, simply,7.320788427023217e-05,enance,5.784818495158106e-05,tons,5.768649498349987e-05,íme,4.8446210712427273e-05,tics,4.629281465895474e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997165184104233,False,False,False,7.320788427023217e-05,0.0002834815823007375,7.4048020906047896e-06,11.727543741615955,59881,0.02275756746530533,
pos,orig,17,16,⟨NEXT⟩,16.84765625, simply,7.002830534474924e-05,tons,6.239228969207034e-05, plain,5.4823864047648385e-05,enance,4.7446952521568164e-05, repos,4.4611559133045375e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997206970292609,False,False,False,7.002830534474924e-05,0.0002793029707390815,1.2850448001699988e-05,11.558326571779022,9599,0.13715139031410217,
pos,orig,18,16,⟨NEXT⟩,16.8392276763916, simply,0.00010315180406905711,¤¤,4.8330286517739296e-05,STANCE,4.742785313283093e-05,serter,4.597804581862874e-05,ABCDEFGHIJKLMNOP,4.4412066927179694e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997106999435346,False,False,False,0.00010315180406905711,0.00028930004918947816,1.2859994967584498e-05,11.609227932989585,10019,0.1076199933886528,
pos,orig,19,16,⟨NEXT⟩,16.839860916137695, ',8.05020026746206e-05, simply,7.79338224674575e-05,abouts,4.838160384679213e-05, Rif,4.650345726986416e-05,paced,4.5186785428086296e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997014923283132,False,False,False,8.05020026746206e-05,0.0002985076862387359,1.3498378393705934e-05,11.460051557492392,8179,0.1984529197216034,
pos,orig,20,16,⟨NEXT⟩,16.830411911010742, ',8.868071745382622e-05,tons,8.237014844780788e-05, simply,5.772470103693195e-05, Unt,5.1162402087356895e-05,jší,4.8808495193952695e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996712535357801,False,False,False,8.868071745382622e-05,0.00032874647877179086,1.869422703748569e-05,11.443457983406544,1747,0.21060428023338318,
pos,orig,21,16,⟨NEXT⟩,16.83380126953125, ',8.925724978325889e-05,tons,8.39341155369766e-05, ‘,5.149970456841402e-05, simply,4.9643909733276814e-05,imas,4.750472726300359e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996781602931151,False,False,False,8.925724978325889e-05,0.0003218397032469511,2.07768189284252e-05,11.376975681958413,897,0.24495568871498108,
pos,orig,22,16,⟨NEXT⟩,16.82646942138672,tons,8.058527600951493e-05, ',6.348337774397805e-05, simply,6.115059659350663e-05,abouts,5.1489914767444134e-05, MainAxisAlignment,5.071167470305227e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996925791601825,False,False,False,8.058527600951493e-05,0.00030742085073143244,3.136312443530187e-05,11.419894296446529,111,0.22506307065486908,
pos,orig,23,16,⟨NEXT⟩,16.827957153320312,tons,7.86720120231621e-05, ',7.383414776995778e-05, simply,6.522980402223766e-05, ‘,6.062025931896642e-05,ehler,5.232959665590897e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996693141802098,False,False,False,7.86720120231621e-05,0.0003306858125142753,3.5774719435721636e-05,11.394082452274436,56,0.2395276129245758,
pos,orig,24,16,⟨NEXT⟩,16.82991600036621, capital,8.008148142835125e-05,tons,6.980956823099405e-05, ',6.950880197109655e-05, ‘,6.524846685351804e-05,capital,5.785315443063155e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996574985270854,False,False,False,8.008148142835125e-05,0.00034250147291459143,5.143837915966287e-05,11.321120532472397,7,0.28176435828208923,
pos,orig,25,16,⟨NEXT⟩,16.81424903869629, Berlin,0.00013230618787929416, capital,8.802481897873804e-05,tons,8.649366645840928e-05, Germany,7.363397162407637e-05, simply,6.596661842195317e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995535747366375,False,False,True,0.00013230618787929416,0.00044642528519034386,0.00013230618787929416,11.205929304646903,1,0.32107651233673096,
pos,orig,26,16,⟨NEXT⟩,16.828458786010742, Berlin,0.00017179483256768435,Berlin,8.673621050547808e-05,tons,7.942607771838084e-05, capital,6.755267531843856e-05, Germany,6.650611612712964e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995279840877629,False,False,True,0.00017179483256768435,0.00047201590496115386,0.00017179483256768435,11.234574734974611,1,0.319124698638916,
pos,orig,27,16,⟨NEXT⟩,16.819435119628906, Berlin,0.0001844052312662825,Berlin,9.681857045507059e-05,tons,8.194435940822586e-05, Stuttgart,7.211526826722547e-05, Germany,6.564016075571999e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994990764098475,False,False,True,0.0001844052312662825,0.0005009236047044396,0.0001844052312662825,11.228778231709931,1,0.3199467658996582,
pos,orig,28,16,⟨NEXT⟩,16.819427490234375, Berlin,0.00015829174662940204,tons,9.269473230233416e-05,Berlin,8.218021685024723e-05, Deutschland,6.351216870825738e-05,serter,6.249034049687907e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995408307950129,False,False,True,0.00015829174662940204,0.0004591692122630775,0.00015829174662940204,11.146902795078976,1,0.3494873046875,
pos,orig,29,16,⟨NEXT⟩,16.798986434936523, Berlin,0.0001591120526427403,tons,9.242929081665352e-05, ‘,8.29215205158107e-05, “,7.763083704048768e-05," """,7.722010923316702e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995106861897511,False,False,True,0.0001591120526427403,0.000489313795696944,0.0001591120526427403,10.95159310538374,1,0.3936309814453125,
pos,orig,30,16,⟨NEXT⟩,16.794559478759766, Berlin,0.00017104884318541735, “,0.00010708912304835394, ‘,9.849434718489647e-05," """,9.838573168963194e-05,:,9.50443500187248e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999429937604873,False,False,True,0.00017104884318541735,0.0005700623732991517,0.00017104884318541735,10.80215669211844,1,0.4416598081588745,
pos,orig,31,16,⟨NEXT⟩,16.83784294128418,:,0.00013926524843554944," """,0.00013187783770263195, Berlin,0.000120153883472085, ',9.6342628239654e-05, “,8.550981874577701e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994268505834043,False,False,False,0.00013926524843554944,0.0005731494165956974,0.000120153883472085,10.731057000459947,3,0.5345935821533203,
pos,orig,32,16,⟨NEXT⟩,2.9610018730163574, Berlin,0.5201817154884338," """,0.18647965788841248, “,0.05880223214626312, ',0.04182837903499603,:,0.03018997609615326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16251803934574127,False,False,True,0.5201817154884338,0.8374819755554199,0.5201817154884338,0.0,1,1.0000011920928955,
pos,no_filler,0,15,⟨NEXT⟩,16.957271575927734,izi,1.4630236364610028e-05,owi,1.4036958418728318e-05,ugu,1.3741358088736888e-05,ots,1.356418215436861e-05,ษ,1.3306987057148945e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999307202779164,False,False,False,1.4630236364610028e-05,6.927971844561398e-05,9.585232874087524e-06,12.255336483334606,5486,0.1697213500738144,
pos,no_filler,1,15,⟨NEXT⟩,16.94346046447754,andır,1.7960075638256967e-05,WithMany,1.7787915567168966e-05,rops,1.7155614841612987e-05,endon,1.7074455172405578e-05, beri,1.7042493709595874e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999912979445071,False,False,False,1.7960075638256967e-05,8.702055492904037e-05,9.507148206466809e-06,12.337919800556511,15407,-0.0022895955480635166,
pos,no_filler,2,15,⟨NEXT⟩,16.883726119995117,apsed,3.952057159040123e-05,byname,3.438483690842986e-05,matrix,3.3826643630163744e-05,リーズ,3.359617403475568e-05,InstanceOf,3.210350769222714e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999826568266144,False,False,False,3.952057159040123e-05,0.00017343173385597765,1.310216339334147e-05,12.32977470221165,5769,0.0625741183757782,
pos,no_filler,3,15,⟨NEXT⟩,16.895366668701172,лю,3.180763087584637e-05, pull,3.178662882419303e-05,WC,3.1111398129723966e-05,endon,3.0866885936120525e-05,pull,2.978502379846759e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998446424324356,False,False,False,3.180763087584637e-05,0.00015535755665041506,1.1528922186698765e-05,12.23021600941898,10333,0.15625478327274323,
pos,no_filler,4,15,⟨NEXT⟩,16.90239906311035,ignum,3.914167245966382e-05, klu,3.4694166970439255e-05,'gc,3.306764847366139e-05,rops,3.147350435028784e-05,надлеж,3.124434806522913e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998303786596807,False,False,False,3.914167245966382e-05,0.00016962134395726025,1.0289088095305488e-05,12.307404574848622,17883,0.07615341246128082,
pos,no_filler,5,15,⟨NEXT⟩,16.877410888671875,rops,6.55420808470808e-05,'gc,6.201246287673712e-05, klu,4.0904440538724884e-05,EdgeInsets,3.5525328712537885e-05,надлеж,3.487061621854082e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997611450708064,False,False,False,6.55420808470808e-05,0.0002388549328316003,8.185844308172818e-06,12.432821203163817,47960,-0.03011496365070343,
pos,no_filler,6,15,⟨NEXT⟩,16.87985610961914,'gc,5.971587961539626e-05,надлеж,5.400301961344667e-05,WithMany,4.379356687422842e-05, klu,4.282169174985029e-05,rops,3.9012513298075646e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999760653328849,False,False,False,5.971587961539626e-05,0.00023934667115099728,1.130705641116947e-05,12.476850137645902,13275,-0.0839097797870636,
pos,no_filler,7,15,⟨NEXT⟩,16.877328872680664,'gc,6.456064147641882e-05,надлеж,5.942885036347434e-05, klu,3.761821426451206e-05,GetMethod,3.5328663216205314e-05,ПО,3.479473161860369e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997682688990608,False,False,False,6.456064147641882e-05,0.000231731086387299,8.784030796959996e-06,12.42881331946811,37817,-0.036500632762908936,
pos,no_filler,8,15,⟨NEXT⟩,16.8466796875,надлеж,0.00015742189134471118,'gc,0.00014795828610658646,№№,8.647293725516647e-05,ЮЛ,5.663033516611904e-05, SolidColorBrush,5.5211541621247306e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994963050085062,False,False,False,0.00015742189134471118,0.0005036949878558517,8.00699126557447e-06,12.69899943983479,49634,-0.21784287691116333,
pos,no_filler,9,15,⟨NEXT⟩,16.84788703918457,'gc,0.00013507214316632599,надлеж,9.771690383786336e-05, SolidColorBrush,5.8747478760778904e-05,OfClass,5.625226185657084e-05,№№,4.979653749614954e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996024146748823,False,False,False,0.00013507214316632599,0.00039758533239364624,8.144475032167975e-06,12.740287658792726,47393,-0.2475230097770691,
pos,no_filler,10,15,⟨NEXT⟩,16.843029022216797,'gc,0.00012009152123937383,надлеж,6.677919736830518e-05,ISTER,4.878862091572955e-05,rawer,4.7482364607276395e-05,Schedulers,4.653551150113344e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996703227843682,False,False,False,0.00012009152123937383,0.0003296772192697972,9.695661901787389e-06,12.512628032470195,28699,-0.06398312747478485,
pos,no_filler,11,15,⟨NEXT⟩,16.846708297729492,надлеж,0.00011174884275533259,'gc,0.0001100921435863711, McKenzie,5.268982204142958e-05,Verdana,4.884414738626219e-05, Yap,4.86217177240178e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996280033265066,False,False,False,0.00011174884275533259,0.00037199666257947683,9.5577242973377e-06,12.542880468687565,29585,-0.09637990593910217,
pos,no_filler,12,15,⟨NEXT⟩,16.859935760498047,надлеж,0.0001280805008718744,'gc,7.66454468248412e-05,.liferay,5.635108027490787e-05,№№,4.635093500837684e-05,Verdana,4.4870270357932895e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996477017666621,False,False,False,0.0001280805008718744,0.00035229820059612393,8.30140106700128e-06,12.575998823798916,45330,-0.14194048941135406,
pos,no_filler,13,15,⟨NEXT⟩,16.8245792388916,'gc,0.000144503777846694,надлеж,0.00013997220958117396,№№,0.00010258638940285891,Архів,6.588304677279666e-05,데이트,6.129979738034308e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994857547790161,False,False,False,0.000144503777846694,0.0005142452428117394,8.738794349483214e-06,12.624961596568953,39241,-0.127690851688385,
pos,no_filler,14,15,⟨NEXT⟩,16.82676124572754,№№,0.00015653336595278233,надлеж,0.00013869536633137614,'gc,0.00013397961447481066,Архів,8.215780690079555e-05, обра,7.378528971457854e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994148485566257,False,False,False,0.00015653336595278233,0.000585151428822428,7.179130989243276e-06,12.512018525955536,62226,-0.03720363602042198,
pos,no_filler,15,15,⟨NEXT⟩,16.848548889160156,надлеж,8.726958185434341e-05,№№,5.8799865655601025e-05, обра,5.583335951087065e-05,'gc,5.061840056441724e-05,ThanOrEqualTo,4.784623524756171e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996996325571672,False,False,False,8.726958185434341e-05,0.00030036745010875165,9.281469829147682e-06,12.406960515918877,32868,0.02375001274049282,
pos,no_filler,16,15,⟨NEXT⟩,16.833831787109375,надлеж,0.00011791691213147715,№№,7.006504165474325e-05,Архів,5.615827103611082e-05,.LoggerFactory,5.278281241771765e-05,ThanOrEqualTo,5.087467434350401e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996522022884164,False,False,False,0.00011791691213147715,0.0003477977297734469,8.891267498256639e-06,12.452453366725107,37663,-0.006315075792372227,
pos,no_filler,17,15,⟨NEXT⟩,16.85105323791504,надлеж,5.934270302532241e-05, McK,4.5420641981763765e-05,№№,4.328927752794698e-05,ABCDEFGHIJKLMNOP,4.29724641435314e-05, Brooke,4.263851951691322e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997663363938045,False,False,False,5.934270302532241e-05,0.00023366360983345658,1.4326887139759492e-05,12.253604274075116,5529,0.14672233164310455,
pos,no_filler,18,15,⟨NEXT⟩,16.842166900634766, capital,6.002741429256275e-05,STANCE,5.173691170057282e-05,ABCDEFGHIJKLMNOP,5.0946986448252574e-05,.LoggerFactory,4.942017039866187e-05,rát,4.569791417452507e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997421706029854,False,False,False,6.002741429256275e-05,0.00025782937882468104,1.7599848433746956e-05,12.198177705355048,2144,0.18721646070480347,
pos,no_filler,19,15,⟨NEXT⟩,16.839237213134766,ABCDEFGHIJKLMNOP,5.750422860728577e-05, capital,5.365125252865255e-05,надлеж,5.036277070757933e-05, federally,4.6742279664613307e-05,ledo,4.644440195988864e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999745295066532,False,False,False,5.750422860728577e-05,0.0002547049371059984,1.6069014236563817e-05,12.091825009922696,3562,0.25918856263160706,
pos,no_filler,20,15,⟨NEXT⟩,16.826337814331055,ABCDEFGHIJKLMNOP,8.552160579711199e-05, capital,6.5800835727714e-05,ledo,5.729918848373927e-05,amak,5.618587601929903e-05,надлеж,5.2512601541820914e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996826798924303,False,False,False,8.552160579711199e-05,0.000317320111207664,3.421445580897853e-05,12.010424933338724,58,0.2998496890068054,
pos,no_filler,21,15,⟨NEXT⟩,16.830753326416016, capital,8.711781993042678e-05,ABCDEFGHIJKLMNOP,5.976102329441346e-05, squarely,5.802425948786549e-05, Capital,5.578713535214774e-05, ########.,5.346396937966347e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996858457925555,False,False,False,8.711781993042678e-05,0.0003141541965305805,3.9035432564560324e-05,11.993156499330892,22,0.30987727642059326,
pos,no_filler,22,15,⟨NEXT⟩,16.822494506835938, capital,0.00013475761807058007, Berlin,8.35185419418849e-05, Capital,7.492786244256422e-05, Federal,7.062769145704806e-05,ehler,6.873904931126162e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995674292367767,False,False,False,0.00013475761807058007,0.00043257075594738126,8.35185419418849e-05,11.94625614251,2,0.33054444193840027,
pos,no_filler,23,15,⟨NEXT⟩,16.82051658630371, capital,0.00014462553372140974, Berlin,0.00011269649985479191, Capital,8.399602666031569e-05,Capital,7.181466207839549e-05, federally,7.02905235812068e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995165767541039,False,False,False,0.00014462553372140974,0.00048342326772399247,0.00011269649985479191,11.911145540371056,2,0.3496205806732178,
pos,no_filler,24,15,⟨NEXT⟩,16.819597244262695, capital,0.0001867334940470755, Berlin,0.00015657971380278468, Capital,0.00010803479381138459,capital,8.616935519967228e-05,Capital,8.598757995059714e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993764950631885,False,False,False,0.0001867334940470755,0.000623504922259599,0.00015657971380278468,11.836239528683665,2,0.38861173391342163,
pos,no_filler,25,15,⟨NEXT⟩,16.797245025634766, Berlin,0.00030505898757837713, capital,0.00022380120935849845, Capital,0.00013081061479169875,Berlin,0.00011154521780554205, federally,0.00010179997480008751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991269839956658,False,False,True,0.00030505898757837713,0.0008730160188861191,0.00030505898757837713,11.616577783556858,1,0.46095216274261475,
pos,no_filler,26,15,⟨NEXT⟩,16.808917999267578, Berlin,0.0003622983058448881,Berlin,0.00015149397950153798, capital,0.00013284968736115843, Stuttgart,7.628775347257033e-05, Charl,7.613687921548262e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992009333946044,False,False,True,0.0003622983058448881,0.0007990666199475527,0.0003622983058448881,11.58385842819551,1,0.4804646968841553,
pos,no_filler,27,15,⟨NEXT⟩,16.792909622192383, Berlin,0.00047733509563840926,Berlin,0.00018790697504300624, Bon,0.0001253861846635118, capital,0.00012178040924482048, federally,9.71407353063114e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989904506001039,False,False,True,0.00047733509563840926,0.0010095493635162711,0.00047733509563840926,11.498848091804627,1,0.497202068567276,
pos,no_filler,28,15,⟨NEXT⟩,16.794578552246094, Berlin,0.00032522124820388854,Berlin,0.00013193741324357688, Bon,0.00011235112469876185, capital,9.62412595981732e-05, federally,9.450916695641354e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992397397872992,False,False,True,0.00032522124820388854,0.000760260212700814,0.00032522124820388854,11.440294190561271,1,0.5091304183006287,
pos,no_filler,29,15,⟨NEXT⟩,16.758893966674805, Berlin,0.0003048751095775515, what,0.00015349997556768358, federally,0.00012405392772052437,Berlin,0.00011614149843808264, Bon,0.00011546514724614099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99918596434145,False,False,True,0.0003048751095775515,0.0008140356512740254,0.0003048751095775515,11.24750714238889,1,0.5239852666854858,
pos,no_filler,30,15,⟨NEXT⟩,16.761903762817383, Berlin,0.00023528422752860934,:,0.00011945850565098226, “,0.00011021948739653453, Bon,0.00010506900434847921, ‘,0.00010388206283096224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993260867122444,False,False,True,0.00023528422752860934,0.00067391328047961,0.00023528422752860934,11.166508817277336,1,0.5525045394897461,
pos,no_filler,31,15,⟨NEXT⟩,16.850313186645508, Berlin,0.00014432714669965208,:,8.364875975530595e-05," """,8.171234367182478e-05, Bon,7.964579708641395e-05, ',6.387843313859776e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995467875196482,False,False,True,0.00014432714669965208,0.0004532124730758369,0.00014432714669965208,11.375729839635563,1,0.6281038522720337,
pos,no_filler,32,15,⟨NEXT⟩,1.4934298992156982, Berlin,0.8541917204856873," """,0.02356693334877491,:,0.008644172921776772, what,0.007869039662182331, “,0.007821761071681976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09790637250989676,False,False,True,0.8541917204856873,0.9020936489105225,0.8541917204856873,0.0,1,1.000002384185791,
