prompt_id,prompt_variant,layer,pos,token,entropy,entropy_bits,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_strict@0.7,copy_strict@0.8,copy_strict@0.9,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,topk_jaccard_raw_norm@50,topk_jaccard_consecutive@50,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin,resid_norm_ratio,delta_resid_cos,answer_logit_gap,answer_vs_top1_gap
pos,orig,10,16,⟨NEXT⟩,15.79704761505127,15.79704761505127,~\\\\,0.00018090984667651355,审理终结,0.0001721473381621763,AULT,0.0001678101543802768,MTY,0.00016497312753926963,其特征是,0.00015516036364715546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991589991695946,False,False,False,False,False,False,False,False,False,False,0.00018090984667651355,0.0008410008740611374,1.0867138371395413e-05,2.9413731863561847,13.013777221917177,12.1986661360835,44714,0.07526881720430108,0.6129032258064516,-0.5982969403266907,-0.0006600185297429562,0.012774551287293434,False,9.633543777454179e-05,1.0867138371395413e-05,-8.546829940314637e-05,0.11280402952855707,0.0,,1.2918766736984253,0.8044891357421875,,-2.8122554793953896
pos,orig,11,16,⟨NEXT⟩,15.701523780822754,15.701523780822754,~\\\\,0.0003409318160265684,AULT,0.0003069107769988477,审理终结,0.0002529807388782501,其特征是,0.0002475811343174428, 版的,0.00023692031390964985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986146752198692,False,False,False,False,False,False,False,False,False,False,0.0003409318160265684,0.0013853248674422503,9.53856942942366e-06,2.9413731863561847,13.294740463117524,12.239808513753504,45147,0.07526881720430108,0.639344262295082,-0.6080008745193481,-0.0004961775848641992,0.012034149840474129,False,7.975859864473023e-05,9.53856942942366e-06,-7.022002921530657e-05,0.11959149232822625,0.0,,1.4243940114974976,0.8056902289390564,,-3.576339103281498
pos,orig,12,16,⟨NEXT⟩,15.773983001708984,15.773983001708984,~\\\\,0.00020907307043671608,审理终结,0.00019417253497522324,其特征是,0.00018421201093588024,AULT,0.00017490262689534575,诉讼代理人,0.00016674863582011312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990708911209367,False,False,False,False,False,False,False,False,False,False,0.00020907307043671608,0.0009291088790632784,1.17476793093374e-05,2.9413731863561847,12.96820732288336,12.184428724314472,39364,0.07526881720430108,0.6949152542372882,-0.5357368588447571,0.001345816534012556,0.012349268421530724,False,0.00010331463863622048,1.17476793093374e-05,-9.156695932688308e-05,0.11370669014302438,0.0,,1.1766473054885864,0.7814360857009888,,-2.8790280111134052
pos,orig,13,16,⟨NEXT⟩,15.783698081970215,15.783698081970215,其特征是,0.00018870709754992276,AULT,0.00017039621889125556,审理终结,0.00015360770339611918,~\\\\,0.00014048173034098, 版的,0.00014025733980815858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992065499100136,False,False,False,False,False,False,False,False,False,False,0.00018870709754992276,0.0007934501045383513,1.1542938409547787e-05,2.9413731863561847,12.999590717012806,12.193492897945546,40815,0.06382978723404255,0.7241379310344828,-0.561752438545227,0.0007442811038345098,0.01191286277025938,False,9.949129912456556e-05,1.1542938409547787e-05,-8.794836071501777e-05,0.11601841058166612,0.0,,1.095821499824524,0.8038747310638428,,-2.7941221110522747
pos,orig,14,16,⟨NEXT⟩,15.73941421508789,15.73941421508789,其特征是,0.00020121896523050964,AULT,0.00018374375940766186,审理终结,0.00018146634101867676, 版的,0.00015918284771032631,MTU,0.000156622045324184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991177660413086,False,False,False,False,False,False,False,False,False,False,0.00020121896523050964,0.0008822339586913586,1.1903912309207954e-05,2.9413731863561847,13.105282999065846,12.20863700224992,37146,0.06382978723404255,0.6949152542372882,-0.5485906600952148,0.0022155630867928267,0.010363491252064705,False,8.653684676573903e-05,1.1903912309207954e-05,-7.463293445653107e-05,0.13755729723010396,0.0,,1.1870168447494507,0.8117613792419434,,-2.8275265097618103
pos,orig,15,16,⟨NEXT⟩,15.753140449523926,15.753140449523926,其特征是,0.0002896780788432807,AULT,0.00022182542306836694,审理终结,0.00022075671586208045,ODM,0.0001731292431941256, 版的,0.00017236814892385155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989222423901083,False,False,False,False,False,False,False,False,False,False,0.0002896780788432807,0.0010777576826512814,1.1611981790338177e-05,2.9413731863561847,13.119241111009872,12.212763210009422,38887,0.05263157894736842,0.6129032258064516,-0.5852398872375488,0.0018989506643265486,0.008112377487123013,False,8.277668598566379e-05,1.1611981790338177e-05,-7.116470419532561e-05,0.1402791302036306,0.0,,1.0862600803375244,0.8154594898223877,,-3.2167327776551247
pos,orig,16,16,⟨NEXT⟩,15.713603019714355,15.713603019714355,其特征是,0.000267283758148551,审理终结,0.0002443832054268569,诉讼代理人,0.00021477765403687954,AULT,0.00018282208475284278,kpc,0.00017941216356121004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989113211340737,False,False,False,False,False,False,False,False,False,False,0.000267283758148551,0.0010886788368225098,8.801728654361796e-06,2.9413731863561847,13.228183177233618,12.229723451106908,48602,0.05263157894736842,0.5873015873015873,-0.5782294273376465,-0.002793765626847744,0.010195859707891941,False,7.764394968035049e-05,8.801728654361796e-06,-6.884222102598869e-05,0.1133586754914111,0.0,,1.0917384624481201,0.8333210945129395,,-3.4133626371622086
pos,orig,17,16,⟨NEXT⟩,15.713724136352539,15.713724136352539,其特征是,0.00027578393928706646,审理终结,0.00021806352015119046,AULT,0.000211497928830795, 版的,0.00017923535779118538,rophe,0.00016412978584412485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989512894680956,False,False,False,False,False,False,False,False,False,False,0.00027578393928706646,0.0010487105464562774,8.060174877755344e-06,2.9413731863561847,13.217520252880123,12.22732807674569,51502,0.05263157894736842,0.6666666666666666,-0.571013331413269,-0.004572499543428421,0.010969869792461395,False,7.804330653016223e-05,8.060174877755344e-06,-6.998313165240688e-05,0.10327691072045445,0.0,,1.026303768157959,0.8289948105812073,,-3.532682403922081
pos,orig,18,16,⟨NEXT⟩,15.716440200805664,15.716440200805664,其特征是,0.00033475449890829623,ODM,0.00020598035189323127,ncase,0.00020315269648563117,AULT,0.00019906129455193877,审理终结,0.00019247402087785304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998864577137283,False,False,False,False,False,False,False,False,False,False,0.00033475449890829623,0.0011354228481650352,9.495371159573551e-06,2.9413731863561847,13.219406558594786,12.226242522253445,45869,0.041666666666666664,0.5873015873015873,-0.5764140486717224,-0.0014181793667376041,0.010945729911327362,False,8.375047377739975e-05,9.495371159573551e-06,-7.42551026178262e-05,0.1133755709757536,0.0,,0.9498323798179626,0.8265030384063721,,-3.562593065202236
pos,orig,19,16,⟨NEXT⟩,15.696084976196289,15.696084976196289,ncase,0.00027696345932781696,审理终结,0.00025806724443100393,其特征是,0.00024358789960388094, 版的,0.00022056963643990457,ODM,0.0002140295400749892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987867822201224,False,False,False,False,False,False,False,False,False,False,0.00027696345932781696,0.0012132178526371717,1.0326043593522627e-05,2.9413731863561847,13.34048372066341,12.2493955146432,41529,0.041666666666666664,0.639344262295082,-0.614665150642395,0.001134379068389535,0.00869842991232872,False,7.440568720085139e-05,1.0326043593522627e-05,-6.407964360732876e-05,0.13877843486901634,0.0,,0.8662235736846924,0.8213748931884766,,-3.2892163023352623
pos,orig,20,16,⟨NEXT⟩,15.604046821594238,15.604046821594238,ncase,0.0004962859093211591, 版的,0.00035326779470779,ODM,0.00034671922912821174,MDM,0.00028659781673923135,@{},0.0002751646679826081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998241964582121,False,False,False,False,False,False,False,False,False,False,0.0004962859093211591,0.001758035272359848,8.974127922556363e-06,2.9413731863561847,13.576519590013563,12.28337103128645,43228,0.041666666666666664,0.7857142857142857,-0.6111879348754883,0.0002608322538435459,0.009512373246252537,False,6.455060747612151e-05,8.974127922556363e-06,-5.557647955356515e-05,0.13902253210155938,0.0,,0.9712686538696289,0.841859757900238,,-4.0128065049648285
pos,orig,21,16,⟨NEXT⟩,15.609381675720215,15.609381675720215,ODM,0.0004983919789083302,ncase,0.00038814713479951024, 版的,0.0003707334981299937,其特征是,0.0003099736641161144,~\\\\,0.00029305994394235313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981396937801037,False,False,False,False,False,False,False,False,False,False,0.0004983919789083302,0.0018603061325848103,8.215993148041889e-06,2.9413731863561847,13.596700722196408,12.286425443165774,46602,0.041666666666666664,0.7241379310344828,-0.622960090637207,-0.0013406467624008656,0.008119873702526093,False,6.112682478942588e-05,8.215993148041889e-06,-5.291083164138399e-05,0.13440676445374058,0.0,,0.9353304505348206,0.8608097434043884,,-4.105304419994354
pos,orig,22,16,⟨NEXT⟩,15.620240211486816,15.620240211486816,ODM,0.0006316248327493668, 版的,0.0004603736160788685,ncase,0.00035116003709845245,@{},0.000349474314134568,MTU,0.00033245363738387823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9978749135625549,False,False,False,False,False,False,False,False,False,False,0.0006316248327493668,0.002125086495652795,7.509193892474286e-06,2.9413731863561847,13.499569048572715,12.26596776288034,50058,0.06382978723404255,0.6949152542372882,-0.5803630352020264,-0.003938591573387384,0.006276701111346483,False,6.48686333306614e-05,7.509193892474286e-06,-5.735943943818711e-05,0.11575822934280372,0.0,,0.9277705550193787,0.8846227526664734,,-4.432167589664459
pos,orig,23,16,⟨NEXT⟩,15.601881980895996,15.601881980895996,ODM,0.0005741004715673625, 版的,0.0005342115764506161,kpc,0.000344900821801275,nexper,0.00034234661143273115,ncase,0.00033917304244823754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9978652674762998,False,False,False,False,False,False,False,False,False,False,0.0005741004715673625,0.002134732436388731,7.253151125041768e-06,2.9413731863561847,13.57852421979202,12.282406552580412,50209,0.0989010989010989,0.7543859649122807,-0.5988445281982422,-0.0038280233275145292,0.002332038711756468,False,6.065669379040628e-05,7.253151125041768e-06,-5.340354266536451e-05,0.1195751218320954,0.0,,0.9108455181121826,0.9220685958862305,,-4.37136834859848
pos,orig,24,16,⟨NEXT⟩,15.547840118408203,15.547840118408203,ODM,0.0010728935012593865, 版的,0.0006359481485560536,ncase,0.0005960465641692281,@{},0.0004664577718358487,MTU,0.0004290492506697774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9967996047635097,False,False,False,False,False,False,False,False,False,False,0.0010728935012593865,0.003200395265594125,5.933902230026433e-06,2.9413731863561847,13.632306634369838,12.280073091973504,53750,0.0989010989010989,0.7241379310344828,-0.5670148134231567,-0.006133103743195534,0.006261754781007767,False,6.340548679872882e-05,5.933902230026433e-06,-5.747158456870238e-05,0.09358509719774281,0.0,,0.9175986647605896,0.9276884198188782,,-5.197432428598404
pos,orig,25,16,⟨NEXT⟩,15.566961288452148,15.566961288452148,ODM,0.000766852346714586, 版的,0.0006550518446601927,@{},0.00049363705329597,MTU,0.0004526871780399233,kpc,0.0004384589265100658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9971933126507793,False,False,False,False,False,False,False,False,False,False,0.000766852346714586,0.00280668749473989,5.344992587197339e-06,2.9413731863561847,13.603725869518852,12.278620182539015,56470,0.0989010989010989,0.6949152542372882,-0.5652362108230591,-0.008290186524391174,0.007332911714911461,False,6.364512239542819e-05,5.344992587197339e-06,-5.830012980823085e-05,0.08397986218216617,0.0,,0.8362957835197449,0.9286090731620789,,-4.966134071350098
pos,orig,26,16,⟨NEXT⟩,15.58548641204834,15.58548641204834,ODM,0.0008031021570786834,MTU,0.0006876005209051073, 版的,0.0005110834026709199,nexper,0.0004182331031188369,XFF,0.00039297592593356967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9971870048902929,False,False,False,False,False,False,False,False,False,False,0.0008031021570786834,0.002812995109707117,6.69021710564266e-06,2.9413731863561847,13.465165639094119,12.251001144671655,52380,0.1111111111111111,0.7241379310344828,-0.507258415222168,-0.006184034049510956,0.006115110591053963,False,7.245328549743135e-05,6.69021710564266e-06,-6.576306839178869e-05,0.09233707930057278,0.0,,0.7934445738792419,0.9369850754737854,,-4.787835448980331
pos,orig,27,16,⟨NEXT⟩,15.22741413116455,15.22741413116455,ODM,0.0027170844841748476,MTU,0.0020273556001484394, 版的,0.0016781269805505872,XFF,0.0012578483438119292,Mpc,0.0011218850268051028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9911976995645091,False,False,False,False,False,False,False,False,False,False,0.0027170844841748476,0.008802300319075584,3.770720695683849e-06,2.9413731863561847,14.388013536734295,12.378544854412722,55441,0.16279069767441862,0.639344262295082,-0.5986212491989136,-0.007528852671384811,0.004601692780852318,False,3.699029309700563e-05,3.770720695683849e-06,-3.3219572401321784e-05,0.10193535775555466,0.0,,0.9494157433509827,0.938467800617218,,-6.580048501491547
pos,orig,28,16,⟨NEXT⟩,15.43176555633545,15.43176555633545,MTU,0.0012971849646419287,ODM,0.0011996347457170486, 版的,0.0011165058240294456,Mpc,0.0011097993701696396,XFF,0.0008868603617884219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9943900147336535,False,False,False,False,False,False,False,False,False,False,0.0012971849646419287,0.005609985440969467,5.017759121983545e-06,2.9413731863561847,13.85173035550785,12.301690623256356,54779,0.19047619047619047,0.6949152542372882,-0.5354000329971313,-0.00767718767747283,0.0028404523618519306,False,5.4473412774314056e-05,5.017759121983545e-06,-4.945565365233051e-05,0.09211222051666676,0.0,,0.7991248965263367,0.9451740980148315,,-5.554968237876892
pos,orig,29,16,⟨NEXT⟩,15.466776847839355,15.466776847839355,ODM,0.0016499569173902273,MTU,0.0009992783889174461,XFF,0.0008817499619908631, 版的,0.0007649328908883035,MDM,0.0007314810645766556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9949726007762365,False,False,False,False,False,False,False,False,False,False,0.0016499569173902273,0.005027399398386478,6.013679467287147e-06,2.9413731863561847,13.680115059587285,12.272161890033816,51783,0.19047619047619047,0.6949152542372882,-0.47494006156921387,-0.0063925678841769695,4.0928833186626434e-05,False,6.240768118459528e-05,6.013679467287147e-06,-5.639400171730813e-05,0.09635966268057498,0.0,,0.7362789511680603,0.9433670043945312,,-5.61446738243103
pos,orig,30,16,⟨NEXT⟩,15.55070972442627,15.55070972442627,ODM,0.0008558008121326566,MTU,0.0008429423323832452, 版的,0.0008219288429245353,XFF,0.0007325740298256278,Mpc,0.00047023911611177027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9962765148666222,False,False,False,False,False,False,False,False,False,False,0.0008558008121326566,0.0037234853953123093,5.778285867563682e-06,2.9413731863561847,13.53785513837719,12.259275573969967,54886,0.17647058823529413,0.6129032258064516,-0.4894603490829468,-0.0082069868221879,0.00011476967483758926,False,6.616002417558775e-05,5.778285867563682e-06,-6.038173830802407e-05,0.08733670525154547,0.0,,0.6622311472892761,0.942371666431427,,-4.997930705547333
pos,orig,31,16,⟨NEXT⟩,15.531229972839355,15.531229972839355, 版的,0.0008702512714080513,MDM,0.000838935375213623,XFF,0.0008309073746204376,ODM,0.0008154393872246146,MTU,0.0007362607284449041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9959082058630884,False,False,False,False,False,False,False,False,False,False,0.0008702512714080513,0.004091794136911631,5.600267741101561e-06,2.9413731863561847,13.503325149667559,12.246645168090602,55111,0.21951219512195122,0.7857142857142857,-0.4260769486427307,-0.009202064014971256,-0.0021021543070673943,False,6.588291648768063e-05,5.600267741101561e-06,-6.028264874657907e-05,0.08500204662466798,0.0,,0.672344982624054,0.951569139957428,,-5.045967400074005
pos,orig,32,16,⟨NEXT⟩,15.454510688781738,15.454510688781738,MDM,0.0013633548514917493,XFF,0.0009446259355172515, 版的,0.0009339412790723145,MTU,0.0007794004632160068,ODM,0.0007160329259932041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9952626445447095,False,False,False,False,False,False,False,False,False,False,0.0013633548514917493,0.004737355746328831,5.2027062338311225e-06,2.9413731863561847,13.626750906816365,12.258649557120826,54503,0.19047619047619047,0.639344262295082,-0.42884260416030884,-0.008642363362014294,-0.0007780464366078377,False,6.492595218787756e-05,5.2027062338311225e-06,-5.972324595404643e-05,0.08013168735806629,0.0,,0.695427656173706,0.9542871713638306,,-5.568524718284607
pos,orig,33,16,⟨NEXT⟩,15.455109596252441,15.455109596252441,XFF,0.0013962043449282646,MDM,0.001370489364489913,MTU,0.0011206690687686205,MDI,0.0008990464848466218, 版的,0.0008122649742290378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9944013257627375,False,False,False,False,False,False,False,False,False,False,0.0013962043449282646,0.005598674528300762,5.552557013288606e-06,2.9413731863561847,13.548039263030683,12.238632152421602,53421,0.2345679012345679,0.6129032258064516,-0.36309564113616943,-0.008751903660595417,0.004928512033075094,False,7.836754377876787e-05,5.552557013288606e-06,-7.281498676547926e-05,0.0708518589928545,0.0,,0.657656729221344,0.9561441540718079,,-5.527254283428192
pos,orig,34,16,⟨NEXT⟩,15.477487564086914,15.477487564086914,XFF,0.0010688694892451167,MTU,0.0010324291652068496,MDM,0.0007717987173236907,MDI,0.0007659473340027034,Mpc,0.0005906398291699588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9957703154650517,False,False,False,False,False,False,False,False,False,False,0.0010688694892451167,0.0042296843603253365,5.084627900941996e-06,2.9413731863561847,13.362914385919542,12.200849627818853,55612,0.25,0.5625,-0.23187923431396484,-0.011744625866413116,0.008352457545697689,False,0.00011254793503212568,5.084627900941996e-06,-0.00010746330713118368,0.045177041430828756,0.0,,0.5915189385414124,0.9592923521995544,,-5.348134994506836
pos,orig,35,16,⟨NEXT⟩,15.47105598449707,15.47105598449707,Mpc,0.0010530914878472686,XFF,0.0010284685995429754,MDI,0.0009904480539262295,MTU,0.0009586939122527838,MDM,0.0008415308548137546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995127767091617,False,False,False,False,False,False,False,False,False,False,0.0010530914878472686,0.004872232675552368,6.015528924763203e-06,2.9413731863561847,13.32976163427802,12.193663504735202,51636,0.26582278481012656,0.6129032258064516,-0.19797226786613464,-0.009447970427572727,0.0076286327093839645,False,0.00011723485658876598,6.015528924763203e-06,-0.00011121932766400278,0.05131134023154854,0.0,,0.5710346698760986,0.9581699371337891,,-5.165141224861145
pos,orig,36,16,⟨NEXT⟩,15.432990074157715,15.432990074157715,MDM,0.0012630419805645943,XFF,0.0011563297593966126,MTU,0.0010103319073095918,MDI,0.0009341039694845676,USPTO,0.0008943812572397292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9947418111260049,False,False,False,False,False,False,False,False,False,False,0.0012630419805645943,0.005258188582956791,6.256471351662185e-06,2.9413731863561847,13.25014192209578,12.170847598341139,49751,0.28205128205128205,0.6666666666666666,-0.15656979382038116,-0.008608094416558743,0.007153902668505907,False,0.00015054824530125188,6.256471351662185e-06,-0.0001442917739495897,0.041557640087420356,0.0,,0.5430653691291809,0.9597369432449341,,-5.3076618909835815
