layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
1,16, simply,12.816565404103399,mente,0.05241012945771217,tons,0.015252220444381237,pulse,0.007974809035658836, unr,0.007204639259725809, Sext,0.00645819678902626,منت,0.006066914647817612, Escort,0.0059263743460178375,omain,0.00583449425175786,�,0.0057440390810370445, dint,0.00499050784856081,MU,0.004369834437966347, Neu,0.004041436593979597,udev,0.0038866112008690834, gradu,0.0038263548631221056,tones,0.0037377176340669394, Reaper,0.003651133505627513,축,0.003122979775071144, bul,0.0030986766796559095,éré,0.003074562642723322,ament,0.0027345723938196898,0.8465937951114029
2,0,<|begin_of_text|>,15.735640695809918,.GraphicsUnit,0.002336653880774975,#echo,0.0020301202312111855,aeda,0.0012904228642582893,긔,0.0009552222327329218,وینت,0.0009367465972900391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9924508341937326
2,1,Give,12.154410184502275,aways,0.16775797307491302,assin,0.0049485014751553535, vay,0.004265875089913607, Reef,0.004134627524763346,niční,0.004038848914206028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8148541739210486
2,2, the,13.474444447073468,лю,0.01233185175806284, WWW,0.008542023599147797,ison,0.007657020818442106, NotSupportedException,0.00591688696295023,літ,0.005387387238442898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9601648296229541
2,3, city,13.116186699130548,izia,0.01750471070408821,ا�,0.012608170509338379,scape,0.011213939636945724,-wide,0.008870955556631088,ffd,0.008398852311074734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9414033712819219
2,4, name,12.186436105815343,plate,0.07948976755142212,plates,0.026008956134319305,ISCO,0.015530656091868877,anners,0.013388262130320072,óc,0.012479232624173164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8531031254678965
2,5, only,13.505915896320156,アー,0.015291093848645687,((__,0.010427619330585003, Pike,0.00898917019367218,picker,0.008919215761125088,DCF,0.005494969431310892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9508779314346611
2,6,",",13.819615003216333,.PropTypes,0.0065325358882546425,멘,0.005675565451383591, ▲,0.005373517517000437,üstü,0.005008669104427099,#ab,0.004742112476378679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9726675995625556
2,7, plain,12.497786617631338,ings,0.05207006260752678,�,0.04523925110697746,akens,0.0144593371078372,pname,0.010914480313658714,ائه,0.006992078851908445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8703247900120914
2,8, text,13.487237204575248,boro,0.006232040002942085,-ни,0.005586364306509495,ODY,0.005247903987765312,-Y,0.005126336123794317,dül,0.004968615714460611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9728387398645282
2,9,.,12.680910992547643,'gc,0.11856276541948318,YPRE,0.019054770469665527,cxx,0.007346268743276596,��,0.006483059376478195,IPHER,0.004185777623206377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8443673583678901
2,10, The,11.360238330376445,'gc,0.19885751605033875, Dün,0.011574896983802319,oret,0.010788989253342152,oretical,0.009747039526700974,eel,0.0049011195078492165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7641304386779666
2,11, capital,13.460528986826857,.tc,0.017031999304890633,.ov,0.01514857355505228,cak,0.012856428511440754,'gc,0.0044779097661376,PGA,0.004045454319566488,ignum,0.0034873997792601585, residence,0.003250613808631897,CLUD,0.0031260850373655558,tee,0.0031017574947327375,LEGRO,0.0028686567675322294,�t,0.002824182389304042,city,0.0027159894816577435, Donovan,0.0025714472867548466, unlike,0.002521711168810725,ucha,0.0024251060094684362,τω,0.0023781999479979277,alem,0.002287092385813594,��,0.002234112238511443, RaisedButton,0.0021234937012195587, Tüm,0.002066215965896845,0.9064575710799545
2,12, of,13.424126451014631, ​​,0.03906595706939697,nd,0.006735813803970814,readcr,0.005584185943007469,awei,0.004417454358190298,ASN,0.0041498146019876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9400467742234468
2,13, Germany,13.481852083811432,ocoder,0.016642801463603973,圭,0.015153443440794945,agram,0.007679390721023083,'gc,0.005887993611395359,#ga,0.005403126589953899,تیب,0.004621538799256086,fried,0.004110482055693865, RedirectTo,0.003953011706471443,veis,0.003861440345644951,шев,0.0033811903558671474,hes,0.0032263542525470257,BaseContext,0.0031763343140482903,osate,0.002602594904601574,RDD,0.0025126871187239885,bbe,0.0024931333027780056,#aa,0.0024931333027780056,RowCount,0.002435379894450307,ัม,0.0023147957399487495,dex,0.0022523582447320223,zhou,0.0022523582447320223,0.9035464515909553
2,14, is,13.071365268593286,'gc,0.039798516780138016, INTERRUPTION,0.029117219150066376,�回,0.010880309157073498,/is,0.008277302607893944,"。。

",0.008212888613343239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9037137636914849
2,15, called,13.390699902992937,apsed,0.020148418843746185,nyder,0.00680180499330163,_EXTERN,0.006696352735161781,endon,0.006144918967038393, Loose,0.005256027914583683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9549524765461683
2,16, simply,12.465074141576025,tics,0.06655608117580414,tones,0.023546623066067696,mente,0.01544225588440895,tons,0.014620434492826462,pulse,0.009588315151631832,MU,0.007525954395532608,éré,0.006746222265064716, architekt,0.006337489001452923, nick,0.005336700938642025, unr,0.004709622357040644,.statusStrip,0.004221677780151367, Simply,0.003186689456924796, bol,0.002970321336761117,-minded,0.0029242706950753927,aires,0.002856530249118805,qualities,0.0027470982167869806,ovel,0.0027470982167869806,Enumerator,0.002683461643755436,pent,0.002683461643755436,SelectedItem,0.002641858533024788,0.8099278334993869
3,0,<|begin_of_text|>,15.735611802724573,.GraphicsUnit,0.0023452367167919874,#echo,0.002037577098235488,aeda,0.0012800736585631967,긔,0.0009512699907645583,وینت,0.0009365219157189131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9924493206199259
3,1,Give,13.641679000911257,aways,0.009320779703557491,oucher,0.007548198103904724,niční,0.006872712168842554, sext,0.00506761996075511, vay,0.004950229078531265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9662404609844089
3,2, the,13.538746696439263,imu,0.0055922092869877815,cí,0.005052140448242426,urg,0.005052140448242426, Dustin,0.004709112457931042,ISCO,0.004636104684323072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9749582926742733
3,3, city,13.421190363199102,ffd,0.018694084137678146,prü,0.009928349405527115,scape,0.00849216803908348,ahr,0.0071511222049593925,ipl,0.005191158037632704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9505431181751192
3,4, name,11.3802419764636,plates,0.09065232425928116,plate,0.07115382701158524, extingu,0.026588240638375282,'gc,0.019452372565865517, lửa,0.009705151431262493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7824480840936303
3,5, only,13.493044714729583,�,0.011600909754633904,awei,0.010813238099217415,thumbnail,0.006766750942915678,oload,0.004072302486747503,чие,0.004040611442178488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962706187274307
3,6,",",13.529799471010776,#ad,0.02127744071185589,��,0.006800676696002483, ▲,0.005954871419817209, steer,0.005296372342854738,atel,0.005093471612781286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9555771672166884
3,7, plain,13.029601001657763,ings,0.014177119359374046,育,0.010131930001080036,�,0.009743781760334969,881,0.009370503015816212,�回,0.009082203730940819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9474944621324539
3,8, text,12.791630671450704,trap,0.03667869418859482,/WebAPI,0.026213081553578377,_trap,0.02242123894393444,XHR,0.012976417317986488,'gc,0.010591043159365654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8911195248365402
3,9,.,5.092035497452503,'gc,0.6944435238838196,capability,0.007419029250741005, itemprop,0.0016044777585193515,��,0.001340591232292354,YPRE,0.0013198073720559478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29387257050257176
3,10, The,10.203477517228366,'gc,0.2920585572719574, Dün,0.03251305967569351,че,0.007086592260748148,rane,0.005874991416931152,_vue,0.005144314840435982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6573224845342338
3,11, capital,13.197976144436073,tee,0.03851906955242157,'gc,0.029303764924407005,defer,0.005636585410684347,son,0.005378467496484518,.son,0.00428808806464076, Jian,0.0033395662903785706,.jd,0.003064558142796159,/core,0.002993568079546094,.tc,0.0029242218006402254,uploader,0.002901465632021427, št,0.002878886414691806, unlike,0.002856482518836856,.ov,0.0026625345926731825, Donovan,0.0026418142952024937,dech,0.002580616855993867,adata,0.002560534281656146,city,0.002501219743862748,cak,0.0024053994566202164, Devin,0.0023960217367857695,\core,0.0023313930723816156,0.8758357416372746
3,12, of,13.595729364184335, ​​,0.009966082870960236,.scalablytyped,0.00950970221310854,ippo,0.005251756403595209,.ov,0.005170335527509451, Sasha,0.004219905007630587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965882217977196
3,13, Germany,13.674379094215709,圭,0.013706324622035027,bbe,0.01136294286698103, ,0.009420209564268589, ㅡ,0.006732319947332144, bul,0.006474409252405167,ERAL,0.004415163304656744,utas,0.004020052030682564,SPATH,0.0036602988839149475,andom,0.003438532818108797, sil,0.003306804457679391,isches,0.002884246176108718,/***/,0.0024961072485893965,tee,0.0022550448775291443,wart,0.00206127786077559,تیب,0.00206127786077559,RowCount,0.002013528486713767,/us,0.0018841605633497238, spontaneously,0.0018841605633497238,.centerX,0.0018694979371502995,ocoder,0.0017493838677182794,0.9123042568098754
3,14, is,11.56309255499973,'gc,0.18014658987522125, INTERRUPTION,0.018839547410607338,Liked,0.011075198650360107,.GroupLayout,0.008829918690025806,-transitional,0.006212623789906502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.774896121583879
3,15, called,13.418058903092192,WC,0.01152130588889122, pull,0.009330238215625286,лю,0.007266396656632423,wc,0.005571339745074511,endon,0.005399927496910095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9609107919968665
3,16, simply,13.294092432489073,tones,0.016288798302412033,Simply,0.006581269670277834," ($(""#",0.006479236297309399,interp,0.0062798913568258286,936,0.006182530429214239,aires,0.006134417839348316, pulse,0.0056734089739620686, Simply,0.004967802669852972,pulse,0.004488036036491394,ucid,0.004054602701216936,macros,0.00383882038295269, cor,0.003495285753160715,�n,0.0033613834530115128, ($('#,0.0032074544578790665,oples,0.0030605746433138847,vention,0.0030131249222904444, simply,0.0028976937755942345,tons,0.002830568701028824,々,0.002830568701028824,μι,0.002497968031093478,0.9018365629017353
4,0,<|begin_of_text|>,15.735745261261643,.GraphicsUnit,0.0023265057243406773,#echo,0.0020292142871767282,aeda,0.0012599679175764322,긔,0.0009547959780320525,وینت,0.0009326781728304923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9924968379200436
4,1,Give,13.194016415882608,aways,0.02944025583565235,:param,0.011261899024248123,avana,0.010016540065407753,uge,0.008770775981247425,957,0.008048515766859055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9324620133265853
4,2, the,13.33761917763064,cen,0.010421907529234886,cent,0.009714285843074322,""":[{
",0.008439918980002403,(units,0.00824440736323595, WWW,0.0071071237325668335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9560723565518856
4,3, city,13.398871142700731,fcn,0.009140447713434696,iere,0.00899873860180378,ZR,0.007577697280794382,ähr,0.007287399843335152,INLINE,0.006845878902822733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9601498376578093
4,4, name,11.785317529554998,'gc,0.11081155389547348,eparator,0.04205932095646858,embali,0.014422194100916386,warts,0.010307077318429947,upported,0.010147280991077423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8122525727376342
4,5, only,13.10589388144171,clearfix,0.013039404526352882, Pai,0.010395919904112816,=$('#,0.00939193181693554,erdale,0.008033344522118568,iferay,0.008033344522118568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9511060547083616
4,6,",",13.191297714137768,'gc,0.022044818848371506,#ad,0.016128333285450935,edException,0.014012538827955723,atel,0.010577218607068062," -*-
",0.0059798178263008595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9312572726048529
4,7, plain,13.199085088568836,.RESET,0.008680075407028198,056,0.007029339205473661,264,0.006707442458719015,-toggler,0.006400285754352808,/plain,0.005306023173034191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9658768340013921
4,8, text,12.92323042002972,/WebAPI,0.04219675809144974,のも,0.006271987687796354,ả,0.006079019047319889,ToBounds,0.005846135318279266,trap,0.004846616648137569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9347594832070172
4,9,.,10.884065149418362,cxx,0.16715238988399506,'gc,0.09598755091428757,.ArgumentParser,0.006634898949414492,herits,0.006184405647218227,ernet,0.005947485100477934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7180932695046067
4,10, The,13.245927659219038,'gc,0.05160073563456535, Dün,0.016110539436340332,odor,0.006308977957814932,ateg,0.005834850948303938,IRON,0.005109165795147419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915035730227828
4,11, capital,13.36158667985488,'gc,0.03286183997988701,№№,0.012768732383847237,ignum,0.010752350091934204,son,0.005938011687248945,adata,0.005079050548374653, št,0.004624527879059315,defer,0.004412755835801363,ương,0.004017859697341919,city,0.0034636114723980427,.jd,0.0026144711300730705, Exercise,0.0024947458878159523,เด,0.002417990704998374,orus,0.002133869333192706,lobber,0.0020925963763147593,LEGRO,0.0020682169124484062,heiro,0.0020045845303684473,esModule,0.0019658126402646303, Work,0.0019581483211368322,ucha,0.0019505145028233528,bury,0.001782914507202804,0.892597395577468
4,12, of,13.391156688913629, нав,0.01637020707130432,クラ,0.00698594655841589,rypton,0.005836976692080498,参照,0.005232231691479683, Gle,0.0049537778832018375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9606208601035178
4,13, Germany,13.143968088620323,یین,0.02365804836153984,utas,0.016259921714663506,bbe,0.008840366266667843,�回,0.006028606556355953,osate,0.0058431257493793964, colonies,0.004586321767419577,ickness,0.004241654649376869,indsight,0.0038021940272301435, Exercise,0.0038021940272301435,RowCount,0.0035164549481123686,/us,0.0034619374200701714,atypes,0.003434996120631695,ρέ,0.0032268804498016834, roast,0.0031032604165375233,TokenType,0.0029843763913959265, ㅡ,0.002938108053058386,aData,0.002892556833103299,.ReadFile,0.0028700469993054867,ERAL,0.0028255509678274393,isches,0.0027386178262531757,0.8889447804540396
4,14, is,13.244026219031099,'gc,0.03976496309041977,nde,0.009371504187583923,DisplayStyle,0.0064409347251057625,ignum,0.006003611255437136,メント,0.005298167932778597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9331208188086748
4,15, called,13.32317401081937,ignum,0.016266118735074997,OfFile,0.012867559678852558,rops,0.011534405872225761, pull,0.011267212219536304, klu,0.008843734860420227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9392209686338902
4,16, simply,12.993087021087778,tones,0.016858093440532684,interp,0.01646757684648037,Samples,0.014532585628330708,aires,0.014532585628330708,�,0.009756715968251228,_firestore,0.007138166576623917,levator,0.0062994095496833324," ($(""#",0.0062994095496833324,_prefs,0.004572880920022726,birth,0.003972987644374371, reg,0.003732276614755392,tons,0.003617446403950453,.Encode,0.003319555427879095, Ober,0.003242658218368888,altar,0.0030461952555924654,toFloat,0.0029756303410977125,paralle,0.0027735924813896418, Sext,0.0027093421667814255,.Dot,0.002525384770706296,'url,0.002447686856612563,0.8691798197105527
5,0,<|begin_of_text|>,15.736353391915094,.GraphicsUnit,0.002327193506062031,#echo,0.002021900610998273,aeda,0.0012554266722872853,긔,0.0009439513669349253,podob,0.0009402711875736713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9925112566561438
5,1,Give,12.987450117723098,assin,0.04204995185136795,folio,0.019102049991488457,věř,0.008410518057644367,oucher,0.00796291884034872,"…


",0.007598269730806351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9148762915283442
5,2, the,12.059378075080314,itsu,0.1284858137369156,abcdefghijkl,0.0063471486791968346,Falsy,0.005601339507848024,Insets,0.005303240846842527,ща,0.005261971149593592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8490004860796034
5,3, city,13.40659522751628,scape,0.011836336925625801,晴,0.010693238116800785,tpl,0.01036424282938242,#ac,0.008008865639567375,fcn,0.006744141224771738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9523531752638519
5,4, name,12.082931443081277,'gc,0.04868530109524727,embali,0.028176886960864067,inyin,0.021603969857096672,#ac,0.01891706883907318,elps,0.014504222199320793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.868112551048398
5,5, only,13.072164643954498,ريل,0.01264246180653572,erez,0.011876494623720646,��,0.006662108935415745,iferay,0.006610264535993338,'gc,0.005879290867596865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9563293792307377
5,6,",",12.774696571716149,#ad,0.06179618835449219,iglia,0.01798371598124504,iban,0.010907675139605999,áze,0.007674507796764374,akin,0.0068258484825491905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8948120642453432
5,7, plain,13.297742592270986,رانی,0.01419212855398655,/plain,0.009021065197885036, Hayes,0.008675473742187023,ighbor,0.006548591423779726,.RESET,0.006151832174509764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9554109089076519
5,8, text,13.152664907309154, Wort,0.02266687899827957,sik,0.009597760625183582,/***/,0.007772503420710564,trap,0.00680583156645298,Fallback,0.006196780130267143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9469602452591062
