prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_strict@0.7,copy_strict@0.8,copy_strict@0.9,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin
pos,orig,10,16,⟨NEXT⟩,14.781630516052246,[…],0.0009244317770935595,­,0.0004827133670914918,‐,0.0004050188581459224,‑,0.00028098313487134874,Generic,0.00025238152011297643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976544713426847,False,False,False,False,False,False,False,False,False,False,0.0009244317770935595,0.0023455284535884857,2.2901451302459463e-05,3.611043703834712,10.31089444130426,10.241756727726807,20768,-0.003812911920249462,-0.005764152854681015,0.036233991384506226,False,0.0006182243887451477,2.2901451302459463e-05,-0.0005953229374426883,0.03704385442491132,0.0,
pos,orig,11,16,⟨NEXT⟩,14.736263275146484,[…],0.0025548499543219805,­,0.0011836054036393762,‐,0.0005407771095633507,‑,0.00027555529959499836,"""",0.00026571587659418583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9951794963562861,False,False,False,False,False,False,False,False,False,False,0.0025548499543219805,0.004820503294467926,1.954672552528791e-05,3.611043703834712,10.157370344393254,10.230935579334519,23326,0.2413376420736313,-0.013136797584593296,0.030987340956926346,False,0.0006952960466151126,1.954672552528791e-05,-0.0006757493210898247,0.02811276938460543,0.0,
pos,orig,12,16,⟨NEXT⟩,14.641841888427734,[…],0.005416355095803738,­,0.0027002780698239803,‐,0.0007242205902002752,Â,0.0005916621303185821,"""",0.0003970901307184249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.990170393983135,False,False,False,False,False,False,False,False,False,False,0.005416355095803738,0.009829605929553509,1.3035090887569822e-05,3.611043703834712,10.191550864356332,10.191550864356332,27763,0.21312333643436432,-0.020383313298225403,0.032896459102630615,False,0.0007527576708525885,1.3035090887569822e-05,-0.0007397225799650187,0.017316427418638744,0.0,
pos,orig,13,16,⟨NEXT⟩,14.726056098937988,[…],0.003751728218048811,­,0.0013909395784139633,‐,0.00042784036486409605,Â,0.00039826598367653787,Roose,0.0003704171103890985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936608087446075,False,False,False,False,False,False,False,False,False,False,0.003751728218048811,0.00633919145911932,1.3790290722681675e-05,3.611043703834712,10.14897759103115,10.21843175268619,28548,0.21952345967292786,-0.022464027628302574,0.03591236099600792,False,0.0006806090586906066,1.3790290722681675e-05,-0.0006668187679679249,0.020261661646923293,0.0,
pos,orig,14,16,⟨NEXT⟩,14.653108596801758,[…],0.007233885582536459,­,0.0022562891244888306,Â,0.0007060354691930115,mate,0.00044373126002028584,Ã,0.00038451378350146115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98897554478026,False,False,False,False,False,False,False,False,False,False,0.007233885582536459,0.011024455539882183,1.0189016393269412e-05,3.611043703834712,10.270070575503652,10.270070575503652,30235,0.05832700431346893,-0.025256067514419556,0.04398714005947113,False,0.0008007627657207195,1.0189016393269412e-05,-0.0007905737493274501,0.012724122680674604,0.0,
pos,orig,15,16,⟨NEXT⟩,14.44965934753418,[…],0.020658811554312706,­,0.0033364929258823395,Â,0.0009660174255259335,Ã,0.0008086246089078486,‐,0.0005810775328427553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9736489759525284,False,False,False,False,False,False,False,False,False,False,0.020658811554312706,0.026351025328040123,1.7039830709109083e-05,3.611043703834712,10.274505664104103,10.352026500015212,22576,0.04145785793662071,-0.008473992347717285,0.06260663270950317,False,0.0011560149596334668,1.7039830709109083e-05,-0.0011389751289243577,0.014740134482669108,0.00034525422961451113,
pos,orig,16,16,⟨NEXT⟩,14.599835395812988,[…],0.005789982154965401,­,0.001360038761049509,simply,0.0006763493292964995,Â,0.000631581642664969,Ã,0.0006178292678669095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9909242188441567,False,False,False,False,False,False,False,False,False,False,0.005789982154965401,0.00907578133046627,2.4076312911347486e-05,3.611043703834712,10.327583637743986,10.607212293573637,16648,-0.05912075564265251,0.0008068336173892021,0.0838165357708931,False,0.0017221658199559897,2.4076312911347486e-05,-0.0016980895070446422,0.01398024432497356,0.0009507268259767443,
pos,orig,17,16,⟨NEXT⟩,14.62778377532959,[…],0.003180468687787652,Fuck,0.000781989423558116,➤,0.0006025390466675162,Generic,0.0004911870928481221,simply,0.0004618114326149225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9944820043165237,False,False,False,False,False,False,False,False,False,False,0.003180468687787652,0.005517995450645685,3.898003342328593e-05,3.611043703834712,10.454211711851858,10.971358039551497,7659,-0.1668013036251068,0.014334527775645256,0.07731862366199493,False,0.0015139879251364619,3.898003342328593e-05,-0.001475007891713176,0.025746577650673706,0.0006699321529595181,
pos,orig,18,16,⟨NEXT⟩,14.51969051361084,[…],0.008554670959711075,simply,0.0011549292830750346,"""",0.0010639061219990253,Fuck,0.0008531969506293535,➤,0.0006893117097206414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9876839849748649,False,False,False,False,False,False,False,False,False,False,0.008554670959711075,0.012316015549004078,5.116351894685067e-05,3.611043703834712,10.139647188256541,10.316554734309456,4224,0.08067560940980911,0.01656315103173256,0.08818294107913971,False,0.0024849750807334203,5.116351894685067e-05,-0.0024338115617865697,0.02058913940602204,0.0011549292830750346,
pos,orig,19,16,⟨NEXT⟩,14.510419845581055,[…],0.006174466107040644,simply,0.005830097012221813,"""",0.001313050976023078,Simply,0.0009328594896942377,➤,0.0008981205755844712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9848514058394358,False,False,False,False,False,False,False,False,False,False,0.006174466107040644,0.015148594044148922,0.00010504272358957678,3.611043703834712,9.858809150426023,9.886721934661056,566,0.19196070730686188,0.03147197887301445,0.12398010492324829,False,0.007932225124022807,0.00010504272358957678,-0.00782718240043323,0.013242527626822702,0.007112090417649597,
pos,orig,20,16,⟨NEXT⟩,14.424241065979004,simply,0.008367146365344524,[…],0.006973280571401119,"""",0.0013846085639670491,“,0.0012936822604387999,Germany,0.001195260090753436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9807860221480951,False,False,False,False,False,False,False,False,False,False,0.008367146365344524,0.019213978201150894,0.00030997185967862606,3.611043703834712,9.778929400475679,10.635775860159535,51,0.17912575602531433,0.05535048246383667,0.12943035364151,False,0.012436532721039839,0.00030997185967862606,-0.012126560861361213,0.02492429696501549,0.011973596032476053,
pos,orig,21,16,⟨NEXT⟩,14.347416877746582,simply,0.005979341454803944,“,0.0047492836602032185,"""",0.004390671383589506,capital,0.003367610042914748,„,0.0033268481492996216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978186245309189,False,False,False,False,False,False,False,False,False,False,0.005979341454803944,0.021813755854964256,0.0006625190144404769,3.611043703834712,9.437608503989727,5.9309517338880084,29,0.22258789837360382,0.07187630236148834,0.12175663560628891,False,0.013167362809326733,0.0006625190144404769,-0.012504843794886256,0.05031523576277282,0.0121474425541237,
pos,orig,22,16,⟨NEXT⟩,14.387434005737305,“,0.00465115113183856,"""",0.00340747251175344,simply,0.0027142956387251616,‘,0.0025522203650325537,„,0.0024838249664753675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9841910353861749,False,False,False,False,False,False,False,False,False,False,0.00465115113183856,0.015808964148163795,0.001114442478865385,3.611043703834712,9.459957305504048,4.175525160496623,12,0.272859126329422,0.08155186474323273,0.10763373970985413,False,0.008966723704361357,0.001114442478865385,-0.007852281225495972,0.12428646084376022,0.008073884877376258,
pos,orig,23,16,⟨NEXT⟩,14.395299911499023,simply,0.007117137778550386,“,0.004058517049998045,"""",0.0035444265231490135,„,0.0025769141502678394,‘,0.0024098572321236134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9802931472659111,False,False,False,False,False,False,False,False,False,False,0.007117137778550386,0.019706852734088898,0.001215876778587699,3.611043703834712,9.452213958631601,7.014088837993529,10,0.3005885183811188,0.08639170229434967,0.12811942398548126,False,0.01296337301027961,0.001215876778587699,-0.011747496231691912,0.09379323451005434,0.012432770687155426,
pos,orig,24,16,⟨NEXT⟩,14.212360382080078,simply,0.008985909633338451,“,0.006970746908336878,"""",0.005622061435133219,„,0.004318990744650364,‘,0.003936300054192543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9701659912243485,False,False,False,False,False,False,False,False,False,False,0.008985909633338451,0.02983400970697403,0.0038866803515702486,3.611043703834712,9.0525592986954,4.825869643532394,6,0.35651254653930664,0.10744771361351013,0.1270713359117508,False,0.016938229704464902,0.0038866803515702486,-0.013051549352894654,0.22946200340427075,0.016402322333306074,
pos,orig,25,16,⟨NEXT⟩,13.598550796508789,Berlin,0.03349851071834564,Germany,0.033013731241226196,Frankfurt,0.009740528650581837,Deutschland,0.007742945104837418,German,0.005372191779315472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9106320925056934,False,False,False,False,False,False,False,False,False,True,0.03349851071834564,0.08936791121959686,0.03349851071834564,3.611043703834712,8.017492033436637,4.815671760266833,1,0.424547016620636,0.15363113582134247,0.17650800943374634,False,0.042132467689953046,0.03349851071834564,-0.008633956971607404,0.7950759060632432,0.041359724826179445,
pos,orig,26,16,⟨NEXT⟩,13.540897369384766,Berlin,0.042243458330631256,Germany,0.025418510660529137,Frankfurt,0.010427533648908138,"""",0.007686757482588291,“,0.007614449597895145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.906609290279448,False,False,False,False,False,False,False,False,False,True,0.042243458330631256,0.09339071065187454,0.042243458330631256,3.611043703834712,7.616165702134049,2.2610001885144655,1,0.6121524572372437,0.15759801864624023,0.16864830255508423,False,0.03447617313941009,0.042243458330631256,0.007767285191221163,1.2252942614749789,0.03354018018580973,
pos,orig,27,16,⟨NEXT⟩,13.296382904052734,Berlin,0.06446804106235504,Germany,0.024259885773062706,"""",0.009685319848358631,Frankfurt,0.00872862059623003,“,0.007976962253451347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8848811704665422,False,False,False,False,False,False,False,False,False,True,0.06446804106235504,0.1151188388466835,0.06446804106235504,3.611043703834712,7.177521199386042,3.3182463364284955,1,0.6789920330047607,0.16821125149726868,0.16866612434387207,False,0.03293203534121858,0.06446804106235504,0.03153600572113646,1.9576087064396073,0.03194948623422533,
pos,orig,28,16,⟨NEXT⟩,13.29617977142334,Berlin,0.04078865423798561,“,0.023173127323389053,"""",0.020863862708210945,„,0.014074857346713543,Germany,0.01120665855705738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8898928398266435,False,False,False,False,False,False,False,False,False,True,0.04078865423798561,0.11010716110467911,0.04078865423798561,3.611043703834712,6.951913670053606,1.5983912786803658,1,0.7340848445892334,0.1523665487766266,0.14329394698143005,False,0.018217734334029956,0.04078865423798561,0.022570919903955655,2.2389530581111328,0.01721035677473992,
pos,orig,29,16,⟨NEXT⟩,11.426936149597168,"""",0.07059735059738159,Berlin,0.06917604058980942,“,0.05803926661610603,‘,0.028900640085339546,',0.02736932411789894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7459173779934645,False,False,False,False,False,False,False,False,False,False,0.07059735059738159,0.2540826201438904,0.06917604058980942,3.611043703834712,4.518871324679133,1.1299345293098704,2,0.8743019700050354,0.15272553265094757,0.1358773112297058,False,0.027804121484223288,0.06917604058980942,0.04137191910558613,2.4879778395833756,0.02617150207515806,
pos,orig,30,16,⟨NEXT⟩,10.797036170959473,“,0.10250955820083618,"""",0.09061551839113235,Berlin,0.05293168127536774,‘,0.02894665114581585,',0.020356085151433945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7046405058354139,False,False,False,False,False,False,False,False,False,False,0.10250955820083618,0.2953594923019409,0.05293168127536774,3.611043703834712,3.8692849411683654,0.7927670138422566,3,0.9057329893112183,0.1477082371711731,0.13602249324321747,False,0.021748277857113862,0.05293168127536774,0.031183403418253874,2.4338331149388304,0.01907562487758696,
pos,orig,31,16,⟨NEXT⟩,10.99431324005127,"""",0.09347883611917496,“,0.07875172793865204,Berlin,0.03668012097477913,',0.026261117309331894,‘,0.026049943640828133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7387782540172338,False,False,False,False,False,False,False,False,False,False,0.09347883611917496,0.2612217366695404,0.03668012097477913,3.611043703834712,3.687471418016937,0.8415920285089536,3,0.9388922452926636,0.13901092112064362,0.13668355345726013,False,0.024258252124127466,0.03668012097477913,0.012421868850651663,1.5120676986545567,0.021133634843863547,
pos,orig,32,16,⟨NEXT⟩,3.611043930053711,Berlin,0.38216397166252136,"""",0.17429791390895844,“,0.10482073575258255,',0.05756298452615738,Germany,0.051373258233070374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2297811359167099,False,False,False,False,False,False,False,False,False,True,0.38216397166252136,0.7702189087867737,0.38216397166252136,3.611043703834712,0.0,0.0,1,0.9999998807907104,0.1530947983264923,0.15003526210784912,False,0.060977572533147395,0.38216397166252136,0.32118639912937397,6.2672872913642115,0.059949548391159624,
pos,no_filler,0,15,⟨NEXT⟩,14.961223602294922,dabei,4.365286440588534e-05,ppe,4.364926280686632e-05,ologia,4.263814480509609e-05,RENT,4.24639911216218e-05,aden,4.2246854718541726e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999785348882142,False,False,False,False,False,False,False,False,False,False,4.365286440588534e-05,0.00021465111058205366,3.288855077698827e-05,2.818783608855873,9.440939463971638,9.421289414214657,7762,-0.20771680772304535,0.014690842479467392,0.0179189033806324,False,0.00039051791281963233,3.288855077698827e-05,-0.00035762936204264406,0.0842175620625534,0.0,
pos,no_filler,1,15,⟨NEXT⟩,14.928139686584473,biologie,0.00012526183854788542,poz,9.212862642016262e-05,kennis,9.074835543287918e-05,Autow,8.440789679298177e-05,liferay,8.420027734246105e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995232530054636,False,False,False,False,False,False,False,False,False,False,0.00012526183854788542,0.00047674699453637004,2.8668149752775207e-05,2.818783608855873,9.455564868601012,9.416394100040499,19552,0.33826199173927307,-0.01270108763128519,0.012897519394755363,False,0.0004214787568344036,2.8668149752775207e-05,-0.0003928106070816284,0.06801785681972555,0.0,
pos,no_filler,2,15,⟨NEXT⟩,14.837641716003418,[…],0.00019241130212321877,ľ,0.0001859996555140242,anç,0.0001852955319918692,Nam,0.0001788613444659859,СР,0.00017790007404983044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990795320918551,False,False,False,False,False,False,False,False,False,False,0.00019241130212321877,0.0009204678935930133,1.8635288142831996e-05,2.818783608855873,9.634591928843161,9.436722449372482,27349,-0.0784120187163353,-0.014587461948394775,0.01754981279373169,False,0.0003985207877121866,1.8635288142831996e-05,-0.0003798854995693546,0.04676102716946168,0.0,
pos,no_filler,3,15,⟨NEXT⟩,14.8773775100708,▸,0.0001871378335636109,ṯ,0.00013160350499674678,➤,0.00012695090845227242,„,0.0001267945481231436,«,0.00012550337123684585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993020098336274,False,False,False,False,False,False,False,False,False,False,0.0001871378335636109,0.0006979901809245348,2.1033685698057525e-05,2.818783608855873,9.485011050151138,9.413506855297813,26911,0.09133280813694,-0.01567208208143711,0.030417179688811302,False,0.00045615989074576646,2.1033685698057525e-05,-0.00043512620504770894,0.04611023462285436,0.0,
pos,no_filler,4,15,⟨NEXT⟩,14.850074768066406,“,0.00018825699225999415,▸,0.00018775154603645205,„,0.00018511600501369685,«,0.00017277730512432754,"""",0.0001716603001113981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990944378514541,False,False,False,False,False,False,False,False,False,False,0.00018825699225999415,0.0009055621922016144,2.1306617782101966e-05,2.818783608855873,9.373346154598934,9.387602140494254,25152,0.25418615341186523,-0.015159577131271362,0.03515109047293663,False,0.0005216563913563732,2.1306617782101966e-05,-0.0005003497735742712,0.04084408298462358,0.0,
pos,no_filler,5,15,⟨NEXT⟩,14.826233863830566,"""",0.00024265718820970505,“,0.00021398549142759293,ṯ,0.00019621603132691234,▸,0.00019009177049156278,[…],0.00018744563567452133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989696038828697,False,False,False,False,False,False,False,False,False,False,0.00024265718820970505,0.001030396088026464,2.4460474378429353e-05,2.818783608855873,9.422150703330178,9.392818718260225,20494,0.1972743570804596,-0.00799250602722168,0.04475030303001404,False,0.0005950805007159943,2.4460474378429353e-05,-0.0005706200263375649,0.04110441065467307,0.0,
pos,no_filler,6,15,⟨NEXT⟩,14.836368560791016,“,0.0002725803933572024,"""",0.0002525236632209271,[…],0.00023409054847434163,erd,0.00023128028260543942,«,0.0002040413673967123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988054837449454,False,False,False,False,False,False,False,False,False,False,0.0002725803933572024,0.001194516196846962,3.808932888205163e-05,2.818783608855873,9.301101746416295,9.425347516844417,7747,0.32924866676330566,0.005358428694307804,0.048634547740221024,False,0.0006767221748305019,3.808932888205163e-05,-0.0006386328459484503,0.05628494826055251,0.00011252287367824465,
pos,no_filler,7,15,⟨NEXT⟩,14.803977966308594,[…],0.000553678662981838,"""",0.00038323114858940244,“,0.0003703648690134287,erd,0.00033322200761176646,officially,0.00024299895449075848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981165043573128,False,False,False,False,False,False,False,False,False,False,0.000553678662981838,0.0018834955990314484,2.8511964046629146e-05,2.818783608855873,9.370178922100644,9.515268301882735,15750,0.23238667845726013,-0.0026003289967775345,0.045682549476623535,False,0.0006857000371383037,2.8511964046629146e-05,-0.0006571880730916746,0.041580750943035795,0.0,
pos,no_filler,8,15,⟨NEXT⟩,14.820096015930176,[…],0.0005513657815754414,"""",0.00030596309807151556,“,0.0002752120199147612,erd,0.00020137512183282524,:`,0.0001877477770904079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998478336201515,False,False,False,False,False,False,False,False,False,False,0.0005513657815754414,0.0015216637402772903,2.9595712476293556e-05,2.818783608855873,9.330532793493147,9.416364519024551,14891,0.3221331238746643,-0.0036791362799704075,0.03897332772612572,False,0.0006635370391450124,2.9595712476293556e-05,-0.0006339413266687188,0.044602887446254735,0.0,
pos,no_filler,9,15,⟨NEXT⟩,14.775351524353027,[…],0.0007443432114087045,“,0.00025847519282251596,"""",0.0002124211605405435,bekan,0.0002123748417943716,zá,0.00020007805142086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998372307542013,False,False,False,False,False,False,False,False,False,False,0.0007443432114087045,0.001627692487090826,2.4373739506700076e-05,2.818783608855873,9.471170574340302,9.563538328535097,19189,0.19338124990463257,-0.006700523197650909,0.033777330070734024,False,0.0006316657290881267,2.4373739506700076e-05,-0.0006072919895814266,0.038586391184297415,0.0,
pos,no_filler,10,15,⟨NEXT⟩,14.779450416564941,[…],0.0006898349383845925,­,0.0003160038322675973,én,0.0002809065335895866,:`,0.0002543214650359005,gc,0.0002527894976083189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998206143733114,False,False,False,False,False,False,False,False,False,False,0.0006898349383845925,0.0017938562668859959,1.8939106666948646e-05,2.818783608855873,9.523368684738372,9.464844364510965,24886,0.12838363647460938,-0.01371220126748085,0.02651067264378071,False,0.0005351998743208242,1.8939106666948646e-05,-0.0005162607676538755,0.03538691279415898,0.0,
pos,no_filler,11,15,⟨NEXT⟩,14.743640899658203,[…],0.001727801514789462,­,0.0011124162701889873,:`,0.0003709906304720789,nder,0.00031917839078232646,Â,0.0003035109839402139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9961661022098269,False,False,False,False,False,False,False,False,False,False,0.001727801514789462,0.00383389787748456,2.3312053599511273e-05,2.818783608855873,9.418243257502576,9.502316632411558,19601,0.2549087405204773,-0.008371944539248943,0.029267050325870514,False,0.0005892742647120031,2.3312053599511273e-05,-0.0005659622111124918,0.0395605500443067,0.0,
